main_id,facility_name,reported_company,longitude,latitude,city,province,status,activity_status,development_stage,facility_type,mining_processing_type,commodity_group,primary_commodity,commodities,source,source_df,geometry,cluster_id
QC-MAIN-3e146840,Rio Tinto Iron and Titanium,Rio Tinto Group,-73.138424,46.045907,,Quebec,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,"Steel, titanium dioxide, scandium",,nrcan_manufacturing_df,POINT (1679689.468802 -38901.819226),18
QC-MAIN-7b3b4c8b,Scandium Demonstration Plant,Rio Tinto Group,-73.139626,46.043727,,Quebec,project_facility,Active,Advanced unconventional project,project,,,Scandium,Scandium,,nrcan_critical_df,POINT (1679683.450712 -39164.554949),18
QC-MAIN-bebff037,A.S.I. - Ste Catherine,Riva Group,-73.60497,45.397642,,Quebec,active_facility,,,manufacturing,,,,,,nrcan_manufacturing_df,POINT (1669335.829597 -120062.664179),15
ON-MAIN-eda110b0,Georgia Lake,Rock Tech Lithium Inc.,-88.00298,49.45236,,Ontario,project_facility,Active,Advanced project,project,,,Lithium (spodumene),Lithium (spodumene),,nrcan_critical_df,POINT (505434.23021 78093.458023),No cluster
YT-MAIN-73ce66b5,Klaza,Rockhaven Resources Ltd.,-137.3175,62.14117,,Yukon,project_facility,Active,Advanced project,project,,,Gold,"Gold, silver, lead, zinc",,nrcan_critical_df,POINT (-1986607.38726 2122307.304308),No cluster
BC-MAIN-116ae608,Revel Ridge,Rokmaster Resources Corp.,-118.121,51.287,,British Columbia,project_facility,Active,Advanced project,project,,,Gold,"Gold, lead, silver, zinc",,nrcan_critical_df,POINT (-1564727.341761 540877.805898),No cluster
ON-MAIN-dca9cce7,Ottawa,Royal Canadian Mint,-75.69922,45.431332,,Ontario,active_facility,,,manufacturing,Refinery,Precious metals,Gold,"Gold, silver",,nrcan_manufacturing_df,POINT (1510130.236782 -168800.064262),17
AB-MAIN-7430be9d,Steveville,Royal Helium Ltd.,-111.860024,50.7136,,Alberta,project_facility,Active,Advanced project,project,,,Helium,Helium,,nrcan_critical_df,POINT (-1169510.132182 345901.436523),No cluster
QC-MAIN-1d2f31f9,Kwyjibo,SOQUEM (Investissement Québec),-65.26564,51.04975,,Quebec,project_facility,Active,Advanced project,project,,,Rare earth elements,"Rare earth elements, phosphate, iron ore",,nrcan_critical_df,POINT (1994982.473529 702110.744454),No cluster
SK-MAIN-22ce14be,Santoy,SSR Mining Inc.,-103.414571,55.66778,Santoy Lake,Saskatchewan,active_facility,,,mining,Underground,Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-517137.950645 767936.126177),No cluster
SK-MAIN-29afbdb5,Seabee,SSR Mining Inc.,-103.622257,55.683772,Laonil Lake,Saskatchewan,active_facility,,,mining,Concentrator,Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-529588.79062 771373.349242),81
SK-MAIN-d5c9124e,Rare Earth Processing Facility,Saskatchewan Research Council (SRC),-106.62737,52.1400327,,Saskatchewan,project_facility,Active,Advanced processing project,project,,,Rare earth elements,Rare earth elements,,nrcan_critical_df,POINT (-782928.821548 419070.413376),No cluster
QC-MAIN-c4fb59c2,Moblan,Sayona Nord,-74.91215,50.73176,,Quebec,project_facility,Active,Advanced project,project,,,Lithium (spodumene),Lithium (spodumene),,nrcan_critical_df,POINT (1385919.57088 412679.606556),No cluster
QC-MAIN-dc1a16f9,North American Lithium,Sayona Québec Inc.,-77.80934,48.4115,La Corne,Quebec,active_facility,,,mining,"Open-pit, underground",Other metals,Lithium,Lithium,,nrcan_mining_df,POINT (1260106.719966 105807.870716),82
QC-MAIN-1186a6d0,Authier,Sayona Québec inc.,-78.19557,48.36207,,Quebec,project_facility,Active,Advanced project,project,,,Lithium (spodumene),Lithium (spodumene),,nrcan_critical_df,POINT (1233903.79683 92921.489997),No cluster
BC-MAIN-b7591127,Iskut,Seabridge Gold Inc.,-131.0925,56.66667,,British Columbia,project_facility,Active,Advanced project,project,,,Gold,"Gold, copper, silver, iron ore",,nrcan_critical_df,POINT (-2048671.991753 1439861.229712),No cluster
BC-MAIN-4959ea63,KSM,Seabridge Gold Inc.,-130.33556,56.46666,,British Columbia,project_facility,Active,Advanced project,project,,,Gold,"Gold, copper, silver, molybdenum",,nrcan_critical_df,POINT (-2021758.574502 1397211.635248),72
YT-MAIN-03a159d7,Selwyn,Selwyn Chihong Mining Ltd.,-129.20011,62.45542,,Yukon,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, lead",,nrcan_critical_df,POINT (-1630812.826066 1919234.086518),No cluster
AB-MAIN-d3a4aba9,The Cobalt Refinery Company Inc.,Sherritt International Corporation and General Nickel Company S.A.,-113.19011,53.719929,,Alberta,active_facility,,,manufacturing,Refinery,Base metals,Nickel,"Nickel, cobalt, copper sulfide, ammonium sulfate",,nrcan_manufacturing_df,POINT (-1166022.98674 688656.642896),No cluster
ON-MAIN-f4fc3276,Sugar Zone,Silver Lake Resources Ltd.,-85.00401,48.80496,White River,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Gold,,nrcan_mining_df,POINT (731813.451988 35924.318194),No cluster
MB-MAIN-915d9faa,Tanco,Sinomine Resource Grp Co. Ltd.,-95.4502,50.4291,Lac-du-Bonnet,Manitoba,active_facility,,,mining,"Underground, concentrator, plant",Base metals,Cesium,"Cesium, lithium",,nrcan_mining_df,POINT (-31819.664419 158635.054262),83
BC-MAIN-b1fe389a,Eskay Creek,Skeena Resources Limited,-130.43,56.653,,British Columbia,project_facility,Active,Advanced project,project,,,Gold,"Gold, Silver, copper, lead, zinc",,nrcan_critical_df,POINT (-2015868.786624 1417434.832517),84
NL-MAIN-bb23d8a6,Great Burnt Lake,Spruce Ridge Resources Limited,-56.1344,48.3758,,Newfoundland and Labrador,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold",,nrcan_critical_df,POINT (2710046.116024 785229.327807),No cluster
NS-MAIN-c9c77a59,Moose River Consolidated,St Barbara Limited,-62.94292,44.98243,Upper Musquodoboit,Nova Scotia,active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Gold,,nrcan_mining_df,POINT (2465134.886596 184295.809277),85
ON-MAIN-020a683c,Hamilton Works,Stelco Inc.,-79.819,43.275,,Ontario,active_facility,,,manufacturing,Basic oxygen furnace,Iron ore,Steel,Steel,,nrcan_manufacturing_df,POINT (1252614.909435 -494060.289544),14
ON-MAIN-b2e5c9bb,Lake Erie Works,Stelco Inc.,-80.0937,42.8001,,Ontario,active_facility,,,manufacturing,Basic oxygen furnace,Iron ore,Steel,Steel,,nrcan_manufacturing_df,POINT (1242956.541772 -552145.780111),No cluster
QC-MAIN-3032c251,Renard,Stornoway Diamonds Corporation,-72.190579,52.813913,Mistissini,Quebec,active_facility,,,mining,"Open-pit, underground, concentrator",Diamonds,Diamonds,Diamonds,,nrcan_mining_df,POINT (1485567.936606 690652.530132),86
QC-MAIN-b5937543,Blackrock,Strategic Resources Inc,-74.062113,49.800453,,Quebec,project_facility,Active,Advanced project,project,,,Iron ore,"Iron ore, vanadium, titanium",,nrcan_critical_df,POINT (1475808.513735 334009.561078),87
QC-MAIN-64595b02,Blackrock Pyrometallurgical Facility,Strategic Resources Inc,-70.854841,48.399648,,Quebec,project_facility,Active,Advanced processing project,project,,,Iron ore,"Iron ore, vanadium, titanium",,nrcan_critical_df,POINT (1749385.921258 269242.529329),No cluster
BC-MAIN-a505d25d,Ootsa,Surge Copper Corp.,-127.08333,53.63333,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, molybdenum, silver",,nrcan_critical_df,POINT (-2002204.342496 1027240.062677),88
BC-MAIN-c5d1b42d,Berg,"Surge Copper Corp., Centerra Gold Inc.",-127.431,53.802,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, Molybdenum, Gold, Silver",,nrcan_critical_df,POINT (-2012979.703178 1054367.563913),No cluster
QC-MAIN-6a26086e,Sorel Forge,Swiss Steel Holding AG,-73.124998,46.045865,,Quebec,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,Steel,,nrcan_manufacturing_df,POINT (1680681.641017 -38551.615365),18
NL-MAIN-b64bae7a,Scully,Tacora Resources Inc.,-66.912573,52.907129,Wabush,Newfoundland and Labrador,active_facility,,,mining,"Open-pit, concentrator",Iron ore,Iron,Iron,,nrcan_mining_df,POINT (1804595.300116 836675.421342),20
NL-MAIN-18695c6d,Scully Mine - Manganese project,Tacora Resources Inc.,-66.91222,52.91806,,Newfoundland and Labrador,project_facility,Active,Advanced unconventional project,project,,,Manganese,Manganese,,nrcan_critical_df,POINT (1804103.53032 837770.544898),20
ON-MAIN-1aa10efa,Kenbridge,Tartisan Nickel Corp.,-93.6347,49.48357,,Ontario,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, copper, cobalt",,nrcan_critical_df,POINT (98740.555599 54789.841952),No cluster
BC-MAIN-23f67ea8,Aley,Taseko Mines Limited,-123.77829,56.4471,,British Columbia,project_facility,Active,Advanced project,project,,,Niobium,Niobium,,nrcan_critical_df,POINT (-1676783.809484 1204530.636053),No cluster
BC-MAIN-6b4800fe,Gibraltar,Taseko Mines Limited,-122.28716,52.528495,north of Williams Lake,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,Copper,"Copper, molybdenum, silver",,nrcan_mining_df,POINT (-1773726.591439 776445.325389),89
BC-MAIN-18bed6d7,Yellowhead,Taseko Mines Limited,-119.817,51.52,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, silver",,nrcan_critical_df,POINT (-1664060.982322 607824.829107),No cluster
NL-MAIN-e09881ff,DSO (3 and 4),Tata Steel Minerals Canada Limited,-67.081916,54.890828,Menihek,Newfoundland and Labrador,active_facility,,,mining,Open-pit,Iron ore,Iron,Iron,,nrcan_mining_df,POINT (1702104.224939 1028536.881536),90
QC-MAIN-b8c826a2,DSO (Goodwood),Tata Steel Minerals Canada Limited,-67.34778,55.09939,Schefferville,Quebec,active_facility,,,mining,Open-pit,Iron ore,Iron,Iron,,nrcan_mining_df,POINT (1677340.965275 1042113.794592),No cluster
BC-MAIN-bf503b6b,Highland Valley,Teck Resources Limited,-121.0483,50.4855,Logan Lake,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,Copper,"Copper, silver, molybdenum",,nrcan_mining_df,POINT (-1787565.63069 535991.600445),91
BC-MAIN-193ddddb,Schaft Creek,Teck Resources Limited,-131.0,57.36667,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, molybdenum, gold, silver",,nrcan_critical_df,POINT (-2003169.075269 1501146.737824),No cluster
BC-MAIN-3bb6b7cd,Trail,Teck Resources Limited,-117.7137,49.0999,,British Columbia,active_facility,,,manufacturing,"Smelter, refinery, plant",Base metals,Zinc,"Zinc, lead, bismuth, cadmium, indium, germanium, precious metals, liquid sulfur dioxide, sulfuric acid",,nrcan_manufacturing_df,POINT (-1623020.842152 304016.785451),No cluster
ON-MAIN-137bbc71,Mississauga,Terrapure Environmental,-79.57979,43.60506,,Ontario,active_facility,,,manufacturing,Secondary smelter,Base metals,Recycled lead,Recycled lead,,nrcan_manufacturing_df,POINT (1262941.549231 -452814.615247),No cluster
QC-MAIN-4f03382f,Sainte-Catherine,Terrapure Environmental,-73.601869,45.402369,,Quebec,active_facility,,,manufacturing,"Refinery, secondary smelter",Base metals,Recycled lead,Recycled lead,,nrcan_manufacturing_df,POINT (1669392.472105 -119477.670552),15
QC-MAIN-2587e541,Strange Lake,Torngat Metals Ltd.,-64.2,56.35,,Quebec,project_facility,Active,Advanced project,project,,,Rare earth elements,"Rare earth elements, niobium",,nrcan_critical_df,POINT (1790486.852637 1250202.743689),No cluster
BC-MAIN-23155c25,Myra Falls,Trafigura Mining Group,-125.59,49.57,Strathcona,British Columbia,active_facility,,,mining,Underground,Base metals and precious metals,Zinc,"Zinc, copper, silver, gold, lead",,nrcan_mining_df,POINT (-2123739.40981 584083.036191),92
ON-MAIN-75f260ea,Brampton Division,Triple M Metal LP,-79.666841,43.736239,,Ontario,active_facility,,,manufacturing,,,,,,nrcan_manufacturing_df,POINT (1252387.594853 -440043.875331),22
ON-MAIN-59a49b3e,Hamilton Parkdale Division,Triple M Metal LP,-79.782925,43.260957,,Ontario,active_facility,,,manufacturing,,,,,,nrcan_manufacturing_df,POINT (1255913.978891 -494904.458871),14
ON-MAIN-00855a72,Sault Ste. Marie Division,Triple M Metal LP,-84.395602,46.524326,,Ontario,active_facility,,,manufacturing,,,,,,nrcan_manufacturing_df,POINT (818262.421091 -208278.82075),12
YT-MAIN-68c87980,Freegold Mountain,Triumph Gold Corp.,-137.2,62.3,,Yukon,project_facility,Active,Advanced project,project,,,Gold,"Gold, silver, copper, molybdenum, tungsten",,nrcan_critical_df,POINT (-1971351.97915 2132170.497455),No cluster
QC-MAIN-b2148882,Troilus,Troilus Gold Corporation,-74.46,51.01,,Quebec,project_facility,Active,Advanced project,project,,,Gold,"Gold, copper, silver",,nrcan_critical_df,POINT (1406279.749168 451791.292312),93
ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Ucore Rare Metals Inc,-76.5,44.233334,,Ontario,project_facility,Active,Demonstration plant,project,,,Rare earth elements,Rare earth elements,,nrcan_critical_df,POINT (1488167.992016 -317299.413945),64
SK-MAIN-9dd2b7f8,Horseshoe-Raven,Uranium Energy Corp,-103.73639,58.15333,,Saskatchewan,project_facility,Active,Advanced project,project,,,Uranium,Uranium,,nrcan_critical_df,POINT (-499770.403274 1038458.334305),40
ON-MAIN-387b06fe,Welland Mill,Valbruna ASW Inc.,-79.235065,42.998265,,Ontario,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,Steel,,nrcan_manufacturing_df,POINT (1307569.833615 -512950.180982),No cluster
ON-MAIN-de2f9639,Clarabelle,Vale Canada Limited,-81.056782,46.495822,Sudbury,Ontario,active_facility,,,mining,Concentrator,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",,nrcan_mining_df,POINT (1072954.787775 -161773.581644),55
ON-MAIN-6e9b2449,Coleman,Vale Canada Limited,-81.3397,46.6771,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",,nrcan_mining_df,POINT (1047185.285637 -146611.989595),53
ON-MAIN-f080c409,Copper Cliff Complex,Vale Canada Limited,-81.068205,46.491445,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",,nrcan_mining_df,POINT (1072196.703545 -162446.095038),55
ON-MAIN-63b394c3,Copper Cliff Complex,Vale Canada Limited,-81.0569,46.4801,,Ontario,active_facility,,,manufacturing,"Smelter, refinery, plant",Base metals,Nickel (oxide sinter,"Nickel (oxide sinter, pellets, powder, sulfide), copper cathodes, gold, silver, selenium cake, tellurium dioxide cake, platinum group metals (in residues), liquid sulfur dioxide, sulfuric acid",,nrcan_manufacturing_df,POINT (1073329.888254 -163499.324604),55
ON-MAIN-52224e1e,Creighton,Vale Canada Limited,-81.1861,46.474,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",,nrcan_mining_df,POINT (1063689.427199 -166338.719576),55
ON-MAIN-48fe2205,Garson,Vale Canada Limited,-80.857,46.568,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",,nrcan_mining_df,POINT (1086288.40592 -150473.26057),55
ON-MAIN-2e13aaa0,Port Colborne,Vale Canada Limited,-79.24,42.883,,Ontario,active_facility,,,manufacturing,Refinery,Base metals,Electrolytic cobalt,"Electrolytic cobalt, platinum group metals (in residues), copper oxide",,nrcan_manufacturing_df,POINT (1310397.078203 -525812.461301),No cluster
MB-MAIN-e0a6250e,Thompson (T-1 and T-3),Vale Canada Limited,-97.8444,55.7152,Thompson,Manitoba,active_facility,,,mining,"Open-pit, underground, concentrator",Base metals,Nickel,"Nickel, cobalt, copper, platinum group metals, gold, silver",,nrcan_mining_df,POINT (-175030.869727 742764.905067),94
ON-MAIN-28f3f0fc,Totten,Vale Canada Limited,-81.454839,46.381174,Worthington,Ontario,active_facility,,,mining,Underground,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, silver, cobalt",,nrcan_mining_df,POINT (1045517.36413 -180983.830576),55
NL-MAIN-d9036091,Long Harbour,Vale Newfoundland and Labrador Limited,-53.811792,47.410938,,Newfoundland and Labrador,active_facility,,,manufacturing,Refinery,Base metals,Nickel,"Nickel, copper, cobalt",,nrcan_manufacturing_df,POINT (2914488.024017 800801.043827),95
NL-MAIN-2d8801d6,Voisey’s Bay,Vale Newfoundland and Labrador Limited,-62.090855,56.331659,Voisey’s Bay,Newfoundland and Labrador,active_facility,,,mining,"Open-pit, underground, concentrator",Base metals,Nickel,"Nickel, copper, cobalt",,nrcan_mining_df,POINT (1903343.696806 1309698.742907),96
QC-MAIN-860bbbfc,Lac Doré Vanadium,VanadiumCorp Resource Inc.,-73.95682,49.84573,,Quebec,project_facility,Active,Advanced project,project,,,Iron ore,"Iron ore, vanadium, titanium",,nrcan_critical_df,POINT (1481327.284269 341206.585205),87
YT-MAIN-e05ed9fe,Eagle (Dublin Gulch),Victoria Gold Corporation,-135.8456,64.0322,Mayo,Yukon,active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-1805074.622437 2240694.891314),No cluster
QC-MAIN-d59f82aa,Sirmac,Vision Lithium Inc,-75.47624,50.62225,,Quebec,project_facility,Active,Advanced project,project,,,Lithium,"Lithium, tantalum",,nrcan_critical_df,POINT (1351908.085553 389014.367959),No cluster
NT-MAIN-b1b28b01,Nechalacho - T-Zone & Tardiff Zone,Vital Metals Inc.,-112.59972,62.11806,,Northwest Territories,project_facility,Active,Advanced project,project,,,Rare earth elements,Rare earth elements,,nrcan_critical_df,POINT (-879840.710142 1555960.825881),23
AB-MAIN-63f096a6,Rainbow Lake,Volt Lithium Corporation,-119.30174,58.50664,,Alberta,project_facility,Active,Advanced unconventional project,project,,,Lithium (brine),Lithium (brine),,nrcan_critical_df,POINT (-1346598.553502 1302845.626003),No cluster
QC-MAIN-be473617,Mont Sorcier,Voyager Metals inc.,-74.127578,49.918163,,Quebec,project_facility,Active,Advanced project,project,,,Iron ore,"Iron ore, vanadium",,nrcan_critical_df,POINT (1467155.377612 344846.58211),No cluster
ON-MAIN-3c468faa,Superior Lake,Waroona Energy Inc,-87.38361,48.9775,,Ontario,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, copper, gold, silver",,nrcan_critical_df,POINT (556272.980949 30842.426853),97
ON-MAIN-cb85213a,Eagle River,Wesdome Gold Mines Ltd.,-85.4619,47.9861,Wawa,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Gold,,nrcan_mining_df,POINT (712184.495714 -59473.370717),98
QC-MAIN-9de9bb0d,Kiena,Wesdome Gold Mines Ltd.,-77.91,48.12,Val-d’Or,Quebec,active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Gold,,nrcan_mining_df,POINT (1261536.767062 72477.897088),2
ON-MAIN-c5fefb01,Mishi,Wesdome Gold Mines Ltd.,-85.4525,48.11028,Wawa,Ontario,active_facility,,,mining,Open-pit,Precious metals,Gold,Gold,,nrcan_mining_df,POINT (710808.437329 -45663.753422),99
BC-MAIN-feb13c30,Record Ridge,West High Yield Resources Ltd.,-117.884,49.082,,British Columbia,project_facility,Active,Advanced project,project,,,Magnesium,Magnesium,,nrcan_critical_df,POINT (-1635362.793129 306515.293588),No cluster
YT-MAIN-5e0d8b48,Casino,Western Copper and Gold Corporation,-138.83333,62.73333,,Yukon,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, molybdenum, silver",,nrcan_critical_df,POINT (-2005671.350002 2219771.03808),No cluster
SK-MAIN-71ad0a66,Milestone,Western Resources Corp.,-104.239825,50.236669,,Saskatchewan,project_facility,Active,Advanced project,project,,,Potash,Potash,,nrcan_critical_df,POINT (-653855.341847 184798.519034),No cluster
ON-MAIN-12c68d49,Eagle's Nest,Wyloo,-86.3038,52.74202,,Ontario,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, copper, gold, platinum, palladium",,nrcan_critical_df,POINT (577978.683591 453070.657187),No cluster
SK-MAIN-bae48393,Southey,"Yancoal Canada Resosurces Co., ltd.",-104.65979,51.11466,,Saskatchewan,project_facility,Active,Advanced project,project,,,Potash,Potash,,nrcan_critical_df,POINT (-668665.163988 285164.800557),No cluster
BC-MAIN-891d3cb5,Akie,ZincX Resources Corp.,-124.86599,57.38088,,British Columbia,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, lead, silver",,nrcan_critical_df,POINT (-1689563.776404 1324293.493526),No cluster
