row_id,water_risk_id,main_id,name,indicator,value,year,scenario
water_risk-9e101b16-2020-baseline-2,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Water Depletion Label,Low (<5%),2020,baseline
water_risk-9e101b16-2020-baseline-3,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline
water_risk-9e101b16-2020-baseline-4,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Groundwater Table Decline Label,Insignificant Trend,2020,baseline
water_risk-9e101b16-2020-baseline-5,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Coastal Eutrophication Potential Label,Low - Medium (-5 to 0),2020,baseline
water_risk-9e101b16-2030-bau-1,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Water Stress Label,Low (<10%),2030,bau
water_risk-9e101b16-2030-bau-2,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Water Depletion Label,Low (<5%),2030,bau
water_risk-9e101b16-2030-bau-3,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau
water_risk-9e101b16-2030-pes-1,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Water Stress Label,Low (<10%),2030,pes
water_risk-9e101b16-2030-pes-2,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Water Depletion Label,Low (<5%),2030,pes
water_risk-9e101b16-2030-pes-3,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes
water_risk-9e101b16-2030-opt-1,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Water Stress Label,Low (<10%),2030,opt
water_risk-9e101b16-2030-opt-2,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Water Depletion Label,Low (<5%),2030,opt
water_risk-9e101b16-2030-opt-3,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt
water_risk-9e101b16-2050-bau-1,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Water Stress Label,Low (<10%),2050,bau
water_risk-9e101b16-2050-bau-2,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Water Depletion Label,Low (<5%),2050,bau
water_risk-9e101b16-2050-bau-3,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau
water_risk-9e101b16-2050-pes-1,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Water Stress Label,Low (<10%),2050,pes
water_risk-9e101b16-2050-pes-2,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Water Depletion Label,Low (<5%),2050,pes
water_risk-9e101b16-2050-pes-3,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes
water_risk-9e101b16-2050-opt-1,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Water Stress Label,Low (<10%),2050,opt
water_risk-9e101b16-2050-opt-2,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Water Depletion Label,Low (<5%),2050,opt
water_risk-9e101b16-2050-opt-3,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt
water_risk-9e101b16-2080-bau-1,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Water Stress Label,Low (<10%),2080,bau
water_risk-9e101b16-2080-bau-2,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Water Depletion Label,Low (<5%),2080,bau
water_risk-9e101b16-2080-bau-3,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau
water_risk-9e101b16-2080-pes-1,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Water Stress Label,Low-medium (10-20%),2080,pes
water_risk-9e101b16-2080-pes-2,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Water Depletion Label,Low (<5%),2080,pes
water_risk-9e101b16-2080-pes-3,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes
water_risk-9e101b16-2080-opt-1,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Water Stress Label,Low (<10%),2080,opt
water_risk-9e101b16-2080-opt-2,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Water Depletion Label,Low (<5%),2080,opt
water_risk-9e101b16-2080-opt-3,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt
water_risk-48ad5435-2020-baseline-1,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Water Stress Label,Low (<10%),2020,baseline
water_risk-48ad5435-2020-baseline-2,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Water Depletion Label,Low (<5%),2020,baseline
water_risk-48ad5435-2020-baseline-3,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline
water_risk-48ad5435-2020-baseline-4,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Groundwater Table Decline Label,Insignificant Trend,2020,baseline
water_risk-48ad5435-2020-baseline-5,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Coastal Eutrophication Potential Label,Low - Medium (-5 to 0),2020,baseline
water_risk-48ad5435-2030-bau-1,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Water Stress Label,Low (<10%),2030,bau
water_risk-48ad5435-2030-bau-2,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Water Depletion Label,Low (<5%),2030,bau
water_risk-48ad5435-2030-bau-3,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau
water_risk-48ad5435-2030-pes-1,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Water Stress Label,Low (<10%),2030,pes
water_risk-48ad5435-2030-pes-2,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Water Depletion Label,Low (<5%),2030,pes
water_risk-48ad5435-2030-pes-3,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes
water_risk-48ad5435-2030-opt-1,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Water Stress Label,Low (<10%),2030,opt
water_risk-48ad5435-2030-opt-2,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Water Depletion Label,Low (<5%),2030,opt
water_risk-48ad5435-2030-opt-3,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt
water_risk-48ad5435-2050-bau-1,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Water Stress Label,Low (<10%),2050,bau
water_risk-48ad5435-2050-bau-2,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Water Depletion Label,Low (<5%),2050,bau
water_risk-48ad5435-2050-bau-3,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau
water_risk-48ad5435-2050-pes-1,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Water Stress Label,Low (<10%),2050,pes
water_risk-48ad5435-2050-pes-2,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Water Depletion Label,Low (<5%),2050,pes
water_risk-48ad5435-2050-pes-3,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes
water_risk-48ad5435-2050-opt-1,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Water Stress Label,Low (<10%),2050,opt
water_risk-48ad5435-2050-opt-2,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Water Depletion Label,Low (<5%),2050,opt
water_risk-48ad5435-2050-opt-3,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt
water_risk-48ad5435-2080-bau-1,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Water Stress Label,Low (<10%),2080,bau
water_risk-48ad5435-2080-bau-2,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Water Depletion Label,Low (<5%),2080,bau
water_risk-48ad5435-2080-bau-3,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau
water_risk-48ad5435-2080-pes-1,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Water Stress Label,Low-medium (10-20%),2080,pes
water_risk-48ad5435-2080-pes-2,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Water Depletion Label,Low (<5%),2080,pes
water_risk-48ad5435-2080-pes-3,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes
water_risk-48ad5435-2080-opt-1,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Water Stress Label,Low (<10%),2080,opt
water_risk-48ad5435-2080-opt-2,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Water Depletion Label,Low (<5%),2080,opt
water_risk-48ad5435-2080-opt-3,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt
water_risk-c202b377-2020-baseline-1,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Water Stress Label,Low (<10%),2020,baseline
water_risk-c202b377-2020-baseline-2,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Water Depletion Label,Low (<5%),2020,baseline
water_risk-c202b377-2020-baseline-3,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline
water_risk-c202b377-2020-baseline-4,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Groundwater Table Decline Label,Insignificant Trend,2020,baseline
water_risk-c202b377-2020-baseline-5,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Coastal Eutrophication Potential Label,Low - Medium (-5 to 0),2020,baseline
water_risk-c202b377-2030-bau-1,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Water Stress Label,Low (<10%),2030,bau
water_risk-c202b377-2030-bau-2,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Water Depletion Label,Low (<5%),2030,bau
water_risk-c202b377-2030-bau-3,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau
water_risk-c202b377-2030-pes-1,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Water Stress Label,Low (<10%),2030,pes
water_risk-c202b377-2030-pes-2,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Water Depletion Label,Low (<5%),2030,pes
water_risk-c202b377-2030-pes-3,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes
water_risk-c202b377-2030-opt-1,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Water Stress Label,Low (<10%),2030,opt
water_risk-c202b377-2030-opt-2,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Water Depletion Label,Low (<5%),2030,opt
water_risk-c202b377-2030-opt-3,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt
water_risk-c202b377-2050-bau-1,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Water Stress Label,Low (<10%),2050,bau
water_risk-c202b377-2050-bau-2,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Water Depletion Label,Low (<5%),2050,bau
water_risk-c202b377-2050-bau-3,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau
water_risk-c202b377-2050-pes-1,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Water Stress Label,Low (<10%),2050,pes
water_risk-c202b377-2050-pes-2,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Water Depletion Label,Low (<5%),2050,pes
water_risk-c202b377-2050-pes-3,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes
water_risk-c202b377-2050-opt-1,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Water Stress Label,Low (<10%),2050,opt
water_risk-c202b377-2050-opt-2,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Water Depletion Label,Low (<5%),2050,opt
water_risk-c202b377-2050-opt-3,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt
water_risk-c202b377-2080-bau-1,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Water Stress Label,Low (<10%),2080,bau
water_risk-c202b377-2080-bau-2,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Water Depletion Label,Low (<5%),2080,bau
water_risk-c202b377-2080-bau-3,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau
water_risk-c202b377-2080-pes-1,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Water Stress Label,Low-medium (10-20%),2080,pes
water_risk-c202b377-2080-pes-2,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Water Depletion Label,Low (<5%),2080,pes
water_risk-c202b377-2080-pes-3,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes
water_risk-c202b377-2080-opt-1,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Water Stress Label,Low (<10%),2080,opt
water_risk-c202b377-2080-opt-2,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Water Depletion Label,Low (<5%),2080,opt
water_risk-c202b377-2080-opt-3,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt
water_risk-2c4ceca5-2020-baseline-1,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Water Stress Label,Low (<10%),2020,baseline
water_risk-2c4ceca5-2020-baseline-2,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Water Depletion Label,Low (<5%),2020,baseline
water_risk-2c4ceca5-2020-baseline-3,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline
water_risk-2c4ceca5-2020-baseline-4,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Groundwater Table Decline Label,Insignificant Trend,2020,baseline
water_risk-2c4ceca5-2020-baseline-5,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Coastal Eutrophication Potential Label,Low - Medium (-5 to 0),2020,baseline
water_risk-2c4ceca5-2030-bau-1,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Water Stress Label,Low (<10%),2030,bau
water_risk-2c4ceca5-2030-bau-2,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Water Depletion Label,Low (<5%),2030,bau
water_risk-2c4ceca5-2030-bau-3,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau
water_risk-2c4ceca5-2030-pes-1,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Water Stress Label,Low (<10%),2030,pes
water_risk-2c4ceca5-2030-pes-2,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Water Depletion Label,Low (<5%),2030,pes
water_risk-2c4ceca5-2030-pes-3,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes
water_risk-2c4ceca5-2030-opt-1,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Water Stress Label,Low (<10%),2030,opt
water_risk-2c4ceca5-2030-opt-2,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Water Depletion Label,Low (<5%),2030,opt
water_risk-2c4ceca5-2030-opt-3,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt
water_risk-2c4ceca5-2050-bau-1,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Water Stress Label,Low (<10%),2050,bau
water_risk-2c4ceca5-2050-bau-2,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Water Depletion Label,Low (<5%),2050,bau
water_risk-2c4ceca5-2050-bau-3,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau
water_risk-2c4ceca5-2050-pes-1,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Water Stress Label,Low (<10%),2050,pes
water_risk-2c4ceca5-2050-pes-2,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Water Depletion Label,Low (<5%),2050,pes
water_risk-2c4ceca5-2050-pes-3,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes
water_risk-2c4ceca5-2050-opt-1,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Water Stress Label,Low (<10%),2050,opt
water_risk-2c4ceca5-2050-opt-2,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Water Depletion Label,Low (<5%),2050,opt
water_risk-2c4ceca5-2050-opt-3,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt
water_risk-2c4ceca5-2080-bau-1,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Water Stress Label,Low (<10%),2080,bau
water_risk-2c4ceca5-2080-bau-2,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Water Depletion Label,Low (<5%),2080,bau
water_risk-2c4ceca5-2080-bau-3,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau
water_risk-2c4ceca5-2080-pes-1,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Water Stress Label,Low-medium (10-20%),2080,pes
water_risk-2c4ceca5-2080-pes-2,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Water Depletion Label,Low (<5%),2080,pes
water_risk-2c4ceca5-2080-pes-3,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes
water_risk-2c4ceca5-2080-opt-1,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Water Stress Label,Low (<10%),2080,opt
water_risk-2c4ceca5-2080-opt-2,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Water Depletion Label,Low (<5%),2080,opt
water_risk-2c4ceca5-2080-opt-3,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt
water_risk-afd7eec5-2020-baseline-1,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Water Stress Label,Low (<10%),2020,baseline
water_risk-afd7eec5-2020-baseline-2,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Water Depletion Label,Low (<5%),2020,baseline
water_risk-afd7eec5-2020-baseline-3,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline
water_risk-afd7eec5-2020-baseline-4,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Groundwater Table Decline Label,Insignificant Trend,2020,baseline
water_risk-afd7eec5-2020-baseline-5,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Coastal Eutrophication Potential Label,Low - Medium (-5 to 0),2020,baseline
water_risk-afd7eec5-2030-bau-1,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Water Stress Label,Low (<10%),2030,bau
water_risk-afd7eec5-2030-bau-2,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Water Depletion Label,Low (<5%),2030,bau
water_risk-afd7eec5-2030-bau-3,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau
water_risk-afd7eec5-2030-pes-1,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Water Stress Label,Low (<10%),2030,pes
water_risk-afd7eec5-2030-pes-2,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Water Depletion Label,Low (<5%),2030,pes
water_risk-afd7eec5-2030-pes-3,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes
water_risk-afd7eec5-2030-opt-1,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Water Stress Label,Low (<10%),2030,opt
water_risk-afd7eec5-2030-opt-2,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Water Depletion Label,Low (<5%),2030,opt
water_risk-afd7eec5-2030-opt-3,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt
water_risk-afd7eec5-2050-bau-1,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Water Stress Label,Low (<10%),2050,bau
water_risk-afd7eec5-2050-bau-2,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Water Depletion Label,Low (<5%),2050,bau
water_risk-afd7eec5-2050-bau-3,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau
water_risk-afd7eec5-2050-pes-1,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Water Stress Label,Low (<10%),2050,pes
water_risk-afd7eec5-2050-pes-2,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Water Depletion Label,Low (<5%),2050,pes
water_risk-afd7eec5-2050-pes-3,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes
water_risk-afd7eec5-2050-opt-1,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Water Stress Label,Low (<10%),2050,opt
water_risk-afd7eec5-2050-opt-2,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Water Depletion Label,Low (<5%),2050,opt
water_risk-afd7eec5-2050-opt-3,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt
water_risk-afd7eec5-2080-bau-1,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Water Stress Label,Low (<10%),2080,bau
water_risk-afd7eec5-2080-bau-2,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Water Depletion Label,Low (<5%),2080,bau
water_risk-afd7eec5-2080-bau-3,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau
water_risk-afd7eec5-2080-pes-1,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Water Stress Label,Low (<10%),2080,pes
water_risk-afd7eec5-2080-pes-2,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Water Depletion Label,Low (<5%),2080,pes
water_risk-afd7eec5-2080-pes-3,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes
water_risk-afd7eec5-2080-opt-1,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Water Stress Label,Low (<10%),2080,opt
water_risk-afd7eec5-2080-opt-2,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Water Depletion Label,Low (<5%),2080,opt
water_risk-afd7eec5-2080-opt-3,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,Interannual Variability Label,Low (<0.25),2080,opt
water_risk-becbbe67-2020-baseline-1,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,Water Stress Label,Low (<10%),2020,baseline
water_risk-becbbe67-2020-baseline-2,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,Water Depletion Label,Low (<5%),2020,baseline
water_risk-becbbe67-2020-baseline-3,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline
water_risk-becbbe67-2020-baseline-4,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,Groundwater Table Decline Label,Insignificant Trend,2020,baseline
water_risk-becbbe67-2020-baseline-5,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,Coastal Eutrophication Potential Label,Low - Medium (-5 to 0),2020,baseline
water_risk-becbbe67-2030-bau-1,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,Water Stress Label,Low (<10%),2030,bau
water_risk-becbbe67-2030-bau-2,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,Water Depletion Label,Low (<5%),2030,bau
water_risk-becbbe67-2030-bau-3,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau
water_risk-becbbe67-2030-pes-1,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,Water Stress Label,Low (<10%),2030,pes
water_risk-becbbe67-2030-pes-2,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,Water Depletion Label,Low (<5%),2030,pes
water_risk-becbbe67-2030-pes-3,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes
water_risk-becbbe67-2030-opt-1,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,Water Stress Label,Low (<10%),2030,opt
water_risk-becbbe67-2030-opt-2,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,Water Depletion Label,Low (<5%),2030,opt
water_risk-becbbe67-2030-opt-3,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt
water_risk-becbbe67-2050-bau-1,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,Water Stress Label,Low (<10%),2050,bau
water_risk-becbbe67-2050-bau-2,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,Water Depletion Label,Low (<5%),2050,bau
water_risk-becbbe67-2050-bau-3,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau
