tech_attr_id,year,level,geography,reported_company_nrcan,name,main_id,facility_group_id,company_id,facility_type,mining_processing_type,commodities_nrcan,commodity,reference_point,material_type,method,unit,value,comment,source,source_id
TA-d3a4aba9-2022-1,2022,Site-specific,Canada,Sherritt International Corporation and General Nickel Company S.A.,The Cobalt Refinery Company Inc.,AB-MAIN-d3a4aba9,,CMP-2ef1f553,manufacturing,Refinery,"Nickel, cobalt, copper sulfide, ammonium sulfate",Cobalt,Crude ore,Recovery rate,Reported,%,81.2,Includes other third pary feeds,TR_2023.pdf,SRC_SherrittInternationalCorporationandGeneralNickelCompanyS.A._TR_2023
TA-d3a4aba9-2022-2,2022,Site-specific,Canada,Sherritt International Corporation and General Nickel Company S.A.,The Cobalt Refinery Company Inc.,AB-MAIN-d3a4aba9,,CMP-2ef1f553,manufacturing,Refinery,"Nickel, cobalt, copper sulfide, ammonium sulfate",Nickel,Crude ore,Recovery rate,Reported,%,83.5,Includes other third pary feeds,TR_2023.pdf,SRC_SherrittInternationalCorporationandGeneralNickelCompanyS.A._TR_2023
TA-f4fc3276-2023-1,2023,Site-specific,Canada,Silver Lake Resources Ltd,Sugar Zone,ON-MAIN-f4fc3276,,CMP-79f8bb59,mining,"Underground, concentrator",Gold,Gold,Usable ore,Ore grade,Reported,g/t,5.4,Assumed ore grade,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C14SE00006,SRC_SilverLakeResourcesLtd_MDI42C14SE00006
TA-GRP-14bfbb82-2023-1,2023,Facility-group,Canada,SSR Mining Inc,Seabee Gold Operation,,GRP-14bfbb82,CMP-4a73c5f8,mining,Underground,Gold,Gold,Crude ore,Mill feed grade,Reported,g/t,10.14,,FY2024,SRC_SSRMiningInc_FY2024
TA-GRP-14bfbb82-2023-2,2023,Facility-group,Canada,SSR Mining Inc,Seabee Gold Operation,,GRP-14bfbb82,CMP-4a73c5f8,mining,Underground,Gold,Gold,Crude ore,Recovery rate,Reported,%,97.0,,FY2024,SRC_SSRMiningInc_FY2024
TA-6b4800fe-2023-1,2023,Site-specific,Canada,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,,CMP-e35f138c,mining,"Open-pit, concentrator","Copper, molybdenum, silver",Ore,Crude ore,Strip ratio,Reported,waste/ore,1.3,,https://www.tasekomines.com/investors/news/taseko-reports-strong-fourth-quarter-financial-performance-and-190-million-of-adjusted-ebitda-for-2023/,SRC_TasekoMinesLimited_taseko-reports-strong-fourth-quarter-financial-performance-and-190-million-of-adjusted-ebitda-for-2023
TA-6b4800fe-2023-2,2023,Site-specific,Canada,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,,CMP-e35f138c,mining,"Open-pit, concentrator","Copper, molybdenum, silver",Copper,Usable ore,Head grade,Reported,%,0.25,,https://www.tasekomines.com/investors/news/taseko-reports-strong-fourth-quarter-financial-performance-and-190-million-of-adjusted-ebitda-for-2023/,SRC_TasekoMinesLimited_taseko-reports-strong-fourth-quarter-financial-performance-and-190-million-of-adjusted-ebitda-for-2023
TA-6b4800fe-2023-3,2023,Site-specific,Canada,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,,CMP-e35f138c,mining,"Open-pit, concentrator","Copper, molybdenum, silver",Copper,Usable ore,Copper recovery,Reported,%,82.6,,https://www.tasekomines.com/investors/news/taseko-reports-strong-fourth-quarter-financial-performance-and-190-million-of-adjusted-ebitda-for-2023/,SRC_TasekoMinesLimited_taseko-reports-strong-fourth-quarter-financial-performance-and-190-million-of-adjusted-ebitda-for-2023
TA-9de9bb0d-2023-1,2023,Site-specific,Canada,Wesdome Gold Mines Ltd,Eagle River,QC-MAIN-9de9bb0d,,CMP-3d2c4955,mining,"Underground, concentrator",Gold,Gold,Crude ore,Head grade,Reported,g/t,12.6,,2024-MDA-FINAL,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
TA-9de9bb0d-2023-2,2023,Site-specific,Canada,Wesdome Gold Mines Ltd,Eagle River,QC-MAIN-9de9bb0d,,CMP-3d2c4955,mining,"Underground, concentrator",Gold,Gold,Crude ore,Recovery rate,Reported,%,96.9,,2024-MDA-FINAL,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
TA-c5fefb01-2023-1,2023,Site-specific,Canada,Wesdome Gold Mines Ltd,Kiena,ON-MAIN-c5fefb01,,CMP-3d2c4955,mining,"Open-pit, concentrator",Gold,Gold,Crude ore,Head grade,Reported,g/t,5.9,,2024-MDA-FINAL,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
TA-c5fefb01-2023-2,2023,Site-specific,Canada,Wesdome Gold Mines Ltd,Kiena,ON-MAIN-c5fefb01,,CMP-3d2c4955,mining,"Open-pit, concentrator",Gold,Gold,Crude ore,Recovery rate,Reported,%,98.3,,2024-MDA-FINAL,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
