row_id,year,reporting_level,reported_company_nrcan,name,main_id,facility_group_id,facility_type,mining_processing_type,commodity,reserves_resources,reserves_resources_type,method,ore,ore_unit,grade,grade_unit,metal_content,metal_content_unit,norm,recovery_rate,comment,source,source_id
RES-GRP-14bfbb82-2024-1,2024,Facility-group,SSR Mining Inc,Seabee Gold Operation,,GRP-14bfbb82,mining,Underground,Gold,Reserves,Proven,reported,335,kt,6.11,g/t,66.0,koz,,96.0,,Reserves-and-Resources_2024,SRC_SSRMiningInc_Reserves-and-Resources_2024
RES-GRP-14bfbb82-2024-2,2024,Facility-group,SSR Mining Inc,Seabee Gold Operation,,GRP-14bfbb82,mining,Underground,Gold,Reserves,Probable,reported,1466,kt,5.16,g/t,243.0,koz,,96.0,,Reserves-and-Resources_2024,SRC_SSRMiningInc_Reserves-and-Resources_2024
RES-GRP-14bfbb82-2024-3,2024,Facility-group,SSR Mining Inc,Seabee Gold Operation,,GRP-14bfbb82,mining,Underground,Gold,Resources,Measured,reported,290,kt,6.34,g/t,59.0,koz,,,,Reserves-and-Resources_2024,SRC_SSRMiningInc_Reserves-and-Resources_2024
RES-GRP-14bfbb82-2024-4,2024,Facility-group,SSR Mining Inc,Seabee Gold Operation,,GRP-14bfbb82,mining,Underground,Gold,Resources,Indicated,reported,2150,kt,5.1,g/t,352.0,koz,,,,Reserves-and-Resources_2024,SRC_SSRMiningInc_Reserves-and-Resources_2024
RES-GRP-14bfbb82-2024-5,2024,Facility-group,SSR Mining Inc,Seabee Gold Operation,,GRP-14bfbb82,mining,Underground,Gold,Resources,Inferred,reported,1464,kt,4.37,g/t,206.0,koz,,,,Reserves-and-Resources_2024,SRC_SSRMiningInc_Reserves-and-Resources_2024
RES-c9c77a59-2024-1,2024,Site-specific,St Barbara Limited,Moose River Consolidated,NS-MAIN-c9c77a59,,mining,"Open-pit, concentrator",Gold,Resources,?,reported,56.5,kt,1.1,g/t,1980.0,koz,,,,MRMR-2024.pdf,SRC_StBarbaraLimited_MRMR-2024
RES-c9c77a59-2024-2,2024,Site-specific,St Barbara Limited,Moose River Consolidated,NS-MAIN-c9c77a59,,mining,"Open-pit, concentrator",Gold,Reserves,?,reported,38.3,kt,1.1,g/t,1350.0,koz,,,,MRMR-2024.pdf,SRC_StBarbaraLimited_MRMR-2024
RES-b64bae7a-2023-1,2023,Site-specific,Tacora Resources Inc.,Scully,NL-MAIN-b64bae7a,,mining,"Open-pit, concentrator",Iron,Reserves,Total,reported,207600,kt,,,,,,,,https://www.gem.wiki/Tacora_Resources_Scully_Mine,SRC_TacoraResourcesInc._Tacora_Resources_Scully_Mine
RES-6b4800fe-2024-1,2024,Site-specific,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,,mining,"Open-pit, concentrator",Copper,Reserves,Proven,reported,437,million short tons,0.26,%,,,,,,https://www.tasekomines.com/properties/reserves-and-resources/,SRC_TasekoMinesLimited_reserves-and-resources
RES-6b4800fe-2024-2,2024,Site-specific,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,,mining,"Open-pit, concentrator",Molybdenum,Reserves,Proven,reported,437,million short tons,0.22,%,,,,,,https://www.tasekomines.com/properties/reserves-and-resources/,SRC_TasekoMinesLimited_reserves-and-resources
RES-6b4800fe-2024-3,2024,Site-specific,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,,mining,"Open-pit, concentrator",Copper,Reserves,Probable,reported,168,million short tons,0.22,%,,,,,,https://www.tasekomines.com/properties/reserves-and-resources/,SRC_TasekoMinesLimited_reserves-and-resources
RES-6b4800fe-2024-4,2024,Site-specific,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,,mining,"Open-pit, concentrator",Molybdenum,Reserves,Probable,reported,168,million short tons,0.008,%,,,,,,https://www.tasekomines.com/properties/reserves-and-resources/,SRC_TasekoMinesLimited_reserves-and-resources
RES-6b4800fe-2024-5,2024,Site-specific,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,,mining,"Open-pit, concentrator",Copper,Reserves,Probable,reported,5,million short tons,0.11,%,,,,,,https://www.tasekomines.com/properties/reserves-and-resources/,SRC_TasekoMinesLimited_reserves-and-resources
RES-6b4800fe-2024-6,2024,Site-specific,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,,mining,"Open-pit, concentrator",Copper,Resources,Measured,reported,767,million short tons,0.25,%,,,,,,https://www.tasekomines.com/properties/reserves-and-resources/,SRC_TasekoMinesLimited_reserves-and-resources
RES-6b4800fe-2024-7,2024,Site-specific,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,,mining,"Open-pit, concentrator",Molybdenum,Resources,Measured,reported,767,million short tons,0.008,%,,,,,,https://www.tasekomines.com/properties/reserves-and-resources/,SRC_TasekoMinesLimited_reserves-and-resources
RES-6b4800fe-2024-8,2024,Site-specific,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,,mining,"Open-pit, concentrator",Copper,Resources,Indicated,reported,342,million short tons,0.23,%,,,,,,https://tasekomines.com/properties/gibraltar/reserves-and-resources,SRC_TasekoMinesLimited_reserves-and-resources
RES-6b4800fe-2024-9,2024,Site-specific,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,,mining,"Open-pit, concentrator",Molybdenum,Resources,Indicated,reported,342,million short tons,0.007,%,,,,,,https://tasekomines.com/properties/gibraltar/reserves-and-resources,SRC_TasekoMinesLimited_reserves-and-resources
RES-9de9bb0d-2024-1,2024,Site-specific,Wesdome Gold Mines Ltd,Eagle River,QC-MAIN-9de9bb0d,,mining,"Underground, concentrator",Gold,Reserves,Proven,reported,433,kt,15.6,g/t,217.0,koz,,,,2024-MDA-FINAL.pdf,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
RES-9de9bb0d-2024-2,2024,Site-specific,Wesdome Gold Mines Ltd,Eagle River,QC-MAIN-9de9bb0d,,mining,"Underground, concentrator",Gold,Reserves,Probable,reported,794,kt,10.4,g/t,265.0,koz,,,,2024-MDA-FINAL.pdf,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
RES-9de9bb0d-2024-3,2024,Site-specific,Wesdome Gold Mines Ltd,Eagle River,QC-MAIN-9de9bb0d,,mining,"Underground, concentrator",Gold,Resources,Measured,reported,250,kt,11.6,g/t,93.0,koz,,,,2024-MDA-FINAL.pdf,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
RES-9de9bb0d-2024-4,2024,Site-specific,Wesdome Gold Mines Ltd,Eagle River,QC-MAIN-9de9bb0d,,mining,"Underground, concentrator",Gold,Resources,Indicated,reported,557,kt,7.5,g/t,135.0,koz,,,,2024-MDA-FINAL.pdf,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
RES-9de9bb0d-2024-5,2024,Site-specific,Wesdome Gold Mines Ltd,Eagle River,QC-MAIN-9de9bb0d,,mining,"Underground, concentrator",Gold,Resources,Inferred,reported,2749,kt,2.6,g/t,229.0,koz,,,,2024-MDA-FINAL.pdf,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
RES-c5fefb01-2024-1,2024,Site-specific,Wesdome Gold Mines Ltd,Kiena,ON-MAIN-c5fefb01,,mining,"Open-pit, concentrator",Gold,Reserves,Proven,reported,305,kt,11,g/t,107.0,koz,,,,2024-MDA-FINAL.pdf,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
RES-c5fefb01-2024-2,2024,Site-specific,Wesdome Gold Mines Ltd,Kiena,ON-MAIN-c5fefb01,,mining,"Open-pit, concentrator",Gold,Reserves,Probable,reported,2076,kt,8.9,g/t,592.0,koz,,,,2024-MDA-FINAL.pdf,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
RES-c5fefb01-2024-3,2024,Site-specific,Wesdome Gold Mines Ltd,Kiena,ON-MAIN-c5fefb01,,mining,"Open-pit, concentrator",Gold,Resources,Measured,reported,58,kt,10.2,g/t,19.0,koz,,,,2024-MDA-FINAL.pdf,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
RES-c5fefb01-2024-4,2024,Site-specific,Wesdome Gold Mines Ltd,Kiena,ON-MAIN-c5fefb01,,mining,"Open-pit, concentrator",Gold,Resources,Indicated,reported,789,kt,5.4,g/t,138.0,koz,,,,2024-MDA-FINAL.pdf,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
RES-c5fefb01-2024-5,2024,Site-specific,Wesdome Gold Mines Ltd,Kiena,ON-MAIN-c5fefb01,,mining,"Open-pit, concentrator",Gold,Resources,Inferred,reported,2536,kt,5,g/t,411.0,koz,,,,2024-MDA-FINAL.pdf,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
