row_id,year,reporting_level,reported_company_nrcan,name,main_id,facility_group_id,facility_type,mining_processing_type,commodity,reserves_resources,reserves_resources_type,method,ore,ore_unit,grade,grade_unit,metal_content,metal_content_unit,norm,recovery_rate,comment,source,source_id
RES-089f3c60-2023-15,2023,Site-specific,Champion Iron Ltd,Bloom Lake,QC-MAIN-089f3c60,,mining,Open-pit,Magnesium oxide,Reserves,Proven,reported,183.7,Mt,1.3,%,,,,,,TR_Bloom_Lake_2023.pdf,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-16,2023,Site-specific,Champion Iron Ltd,Bloom Lake,QC-MAIN-089f3c60,,mining,Open-pit,Aluminum oxide,Reserves,Proven,reported,183.7,Mt,0.3,%,,,,,,TR_Bloom_Lake_2023.pdf,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-17,2023,Site-specific,Champion Iron Ltd,Bloom Lake,QC-MAIN-089f3c60,,mining,Open-pit,Iron,Reserves,Probable,reported,532.5,Mt,28.1,%,,,,,,TR_Bloom_Lake_2023.pdf,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-18,2023,Site-specific,Champion Iron Ltd,Bloom Lake,QC-MAIN-089f3c60,,mining,Open-pit,Calcium oxide,Reserves,Probable,reported,532.5,Mt,2.1,%,,,,,,TR_Bloom_Lake_2023.pdf,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-19,2023,Site-specific,Champion Iron Ltd,Bloom Lake,QC-MAIN-089f3c60,,mining,Open-pit,Magnesium oxide,Reserves,Probable,reported,532.5,Mt,2,%,,,,,,TR_Bloom_Lake_2023.pdf,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-20,2023,Site-specific,Champion Iron Ltd,Bloom Lake,QC-MAIN-089f3c60,,mining,Open-pit,Aluminum oxide,Reserves,Probable,reported,532.5,Mt,0.5,%,,,,,,TR_Bloom_Lake_2023.pdf,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-f9e41c2a-2024-1,2024,Site-specific,Eldorado Gold,Lamaque,QC-MAIN-f9e41c2a,,mining,"Underground, concentrator",Gold,Reserves,Proven,reported,1360,kt,5.72,g/t,250.0,koz,,,,Data.xlsx,SRC_EldoradoGold_Data
RES-f9e41c2a-2024-2,2024,Site-specific,Eldorado Gold,Lamaque,QC-MAIN-f9e41c2a,,mining,"Underground, concentrator",Gold,Reserves,Probable,reported,4617,kt,6.92,g/t,1027.0,koz,,,,Data.xlsx,SRC_EldoradoGold_Data
RES-f9e41c2a-2024-3,2024,Site-specific,Eldorado Gold,Lamaque,QC-MAIN-f9e41c2a,,mining,"Underground, concentrator",Gold,Resources,Measured,reported,391266,kt,0.94,g/t,11797.0,koz,,,,Data.xlsx,SRC_EldoradoGold_Data
RES-f9e41c2a-2024-4,2024,Site-specific,Eldorado Gold,Lamaque,QC-MAIN-f9e41c2a,,mining,"Underground, concentrator",Gold,Resources,Indicated,reported,277840,kt,1.15,g/t,10242.0,koz,,,,Data.xlsx,SRC_EldoradoGold_Data
RES-f9e41c2a-2024-5,2024,Site-specific,Eldorado Gold,Lamaque,QC-MAIN-f9e41c2a,,mining,"Underground, concentrator",Gold,Resources,Inferred,reported,114527,kt,1.84,g/t,6762.0,koz,,,,Data.xlsx,SRC_EldoradoGold_Data
RES-7f050560-2024-1,2024,Site-specific,Evolution Mining Ltd,Red Lake,ON-MAIN-7f050560,,,,Gold,Reserves,Probable,reported,12.4,Mt,6.87,g/t,2748.0,koz,,,,https://evolutionmining.com.au/reservesresources/,SRC_EvolutionMiningLtd_reservesresources
RES-7f050560-2024-2,2024,Site-specific,Evolution Mining Ltd,Red Lake,ON-MAIN-7f050560,,mining,"Underground, concentrator",Gold,Resources,Indicated,reported,32.4,Mt,6.89,g/t,7174.0,koz,,,,https://evolutionmining.com.au/reservesresources/,SRC_EvolutionMiningLtd_reservesresources
RES-7f050560-2024-3,2024,Site-specific,Evolution Mining Ltd,Red Lake,ON-MAIN-7f050560,,mining,"Underground, concentrator",Gold,Resources,Inferred,reported,22.7,Mt,6.1,g/t,4456.0,koz,,,,https://evolutionmining.com.au/reservesresources/,SRC_EvolutionMiningLtd_reservesresources
RES-c139de6d-2024-1,2024,Site-specific,FireFly Metals Ltd,Ming,NL-MAIN-c139de6d,,mining,Concentrator,Copper,Resources,Measured,reported,8.4,Mt,1.71,%,144.0,kt,,,,AR_2024,SRC_FireFlyMetalsLtd_AR_2024
RES-c139de6d-2024-2,2024,Site-specific,FireFly Metals Ltd,Ming,NL-MAIN-c139de6d,,mining,Concentrator,Gold,Resources,Measured,reported,8.4,Mt,0.5,g/t,124.0,koz,,,,AR_2024,SRC_FireFlyMetalsLtd_AR_2024
RES-c139de6d-2024-3,2024,Site-specific,FireFly Metals Ltd,Ming,NL-MAIN-c139de6d,,mining,Concentrator,Silver,Resources,Measured,reported,8.4,Mt,3.6,g/t,962.0,koz,,,,AR_2024,SRC_FireFlyMetalsLtd_AR_2024
RES-c139de6d-2024-4,2024,Site-specific,FireFly Metals Ltd,Ming,NL-MAIN-c139de6d,,mining,Concentrator,Copper,Resources,Indicated,reported,15.3,Mt,1.85,%,284.0,kt,,,,AR_2024,SRC_FireFlyMetalsLtd_AR_2024
RES-c139de6d-2024-5,2024,Site-specific,FireFly Metals Ltd,Ming,NL-MAIN-c139de6d,,mining,Concentrator,Gold,Resources,Indicated,reported,15.3,Mt,0.3,g/t,148.0,koz,,,,AR_2024,SRC_FireFlyMetalsLtd_AR_2024
RES-c139de6d-2024-6,2024,Site-specific,FireFly Metals Ltd,Ming,NL-MAIN-c139de6d,,mining,Concentrator,Silver,Resources,Indicated,reported,15.3,Mt,2.4,g/t,1164.0,koz,,,,AR_2024,SRC_FireFlyMetalsLtd_AR_2024
RES-c139de6d-2024-7,2024,Site-specific,FireFly Metals Ltd,Ming,NL-MAIN-c139de6d,,mining,Concentrator,Copper,Resources,Inferred,reported,6.4,Mt,1.86,%,120.0,kt,,,,AR_2024,SRC_FireFlyMetalsLtd_AR_2024
RES-c139de6d-2024-8,2024,Site-specific,FireFly Metals Ltd,Ming,NL-MAIN-c139de6d,,mining,Concentrator,Gold,Resources,Inferred,reported,6.4,Mt,0.4,g/t,79.0,koz,,,,AR_2024,SRC_FireFlyMetalsLtd_AR_2024
RES-c139de6d-2024-9,2024,Site-specific,FireFly Metals Ltd,Ming,NL-MAIN-c139de6d,,mining,Concentrator,Silver,Resources,Inferred,reported,6.4,Mt,2.6,g/t,537.0,koz,,,,AR_2024,SRC_FireFlyMetalsLtd_AR_2024
RES-GRP-de097f20-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f20,mining and manufacturing,"Underground, concentrator, Smelter",Ore,Resources,Measured,reported,9.6,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f21-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f21,mining and manufacturing,"Underground, concentrator, Smelter",Nickel,Resources,Measured,reported,,Mt,2.9,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f22-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f22,mining and manufacturing,"Underground, concentrator, Smelter",Copper,Resources,Measured,reported,,Mt,0.82,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f23-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f23,mining and manufacturing,"Underground, concentrator, Smelter",Cobalt,Resources,Measured,reported,,Mt,0.07,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f24-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f24,mining and manufacturing,"Underground, concentrator, Smelter",Platinum,Resources,Measured,reported,,Mt,0.81,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f25-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f25,mining and manufacturing,"Underground, concentrator, Smelter",Palladium,Resources,Measured,reported,,Mt,1.9,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f26-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f26,mining and manufacturing,"Underground, concentrator, Smelter",Ore,Resources,Indicated,reported,35.9,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f27-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f27,mining and manufacturing,"Underground, concentrator, Smelter",Nickel,Resources,Indicated,reported,,Mt,2.52,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f28-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f28,mining and manufacturing,"Underground, concentrator, Smelter",Copper,Resources,Indicated,reported,,Mt,2,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f29-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f29,mining and manufacturing,"Underground, concentrator, Smelter",Cobalt,Resources,Indicated,reported,,Mt,0.05,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f30-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f30,mining and manufacturing,"Underground, concentrator, Smelter",Platinum,Resources,Indicated,reported,,Mt,1,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f31-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f31,mining and manufacturing,"Underground, concentrator, Smelter",Palladium,Resources,Indicated,reported,,Mt,1.07,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f32-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f32,mining and manufacturing,"Underground, concentrator, Smelter",Ore,Resources,Inferred,reported,60,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f33-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f33,mining and manufacturing,"Underground, concentrator, Smelter",Nickel,Resources,Inferred,reported,,Mt,1.46,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f34-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f34,mining and manufacturing,"Underground, concentrator, Smelter",Copper,Resources,Inferred,reported,,Mt,1.63,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f35-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f35,mining and manufacturing,"Underground, concentrator, Smelter",Cobalt,Resources,Inferred,reported,,Mt,0.03,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f36-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f36,mining and manufacturing,"Underground, concentrator, Smelter",Platinum,Resources,Inferred,reported,,Mt,0.69,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f37-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f37,mining and manufacturing,"Underground, concentrator, Smelter",Palladium,Resources,Inferred,reported,,Mt,1.1,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f38-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f38,mining and manufacturing,"Underground, concentrator, Smelter",Ore,Reserves,Proved,reported,9.9,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f39-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f39,mining and manufacturing,"Underground, concentrator, Smelter",Nickel,Reserves,Proved,reported,,Mt,2.36,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f40-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f40,mining and manufacturing,"Underground, concentrator, Smelter",Copper,Reserves,Proved,reported,,Mt,0.67,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f41-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f41,mining and manufacturing,"Underground, concentrator, Smelter",Cobalt,Reserves,Proved,reported,,Mt,0.05,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f42-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f42,mining and manufacturing,"Underground, concentrator, Smelter",Platinum,Reserves,Proved,reported,,Mt,0.68,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f43-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f43,mining and manufacturing,"Underground, concentrator, Smelter",Palladium,Reserves,Proved,reported,,Mt,1.6,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f44-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f44,mining and manufacturing,"Underground, concentrator, Smelter",Ore,Reserves,Probable,reported,21.5,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f45-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f45,mining and manufacturing,"Underground, concentrator, Smelter",Nickel,Reserves,Probable,reported,,Mt,2.02,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f46-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f46,mining and manufacturing,"Underground, concentrator, Smelter",Copper,Reserves,Probable,reported,,Mt,0.87,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f47-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f47,mining and manufacturing,"Underground, concentrator, Smelter",Cobalt,Reserves,Probable,reported,,Mt,0.05,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f48-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f48,mining and manufacturing,"Underground, concentrator, Smelter",Platinum,Reserves,Probable,reported,,Mt,0.5,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-GRP-de097f49-2024-1,2024,Facility-group,Glencore,Integrated Nickel Operations,,GRP-de097f49,mining and manufacturing,"Underground, concentrator, Smelter",Palladium,Reserves,Probable,reported,,Mt,0.83,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-a97821c0-2024-1,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,,mining,Underground,Ore,Resources,Measured,reported,3.1,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-a97821c0-2024-2,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,,mining,Underground,Zinc,Resources,Measured,reported,,Mt,3.42,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-a97821c0-2024-3,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,,mining,Underground,Copper,Resources,Measured,reported,,Mt,1.38,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-a97821c0-2024-4,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,,mining,Underground,Silver,Resources,Measured,reported,,Mt,42,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-a97821c0-2024-5,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,,mining,Underground,Ore,Resources,Indicated,reported,0.3,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-a97821c0-2024-6,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,,mining,Underground,Zinc,Resources,Indicated,reported,,Mt,3.42,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-a97821c0-2024-7,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,,mining,Underground,Copper,Resources,Indicated,reported,,Mt,1.38,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-a97821c0-2024-8,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,,mining,Underground,Silver,Resources,Indicated,reported,,Mt,42,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-a97821c0-2024-9,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,,mining,Underground,Ore,Reserves,Proved,reported,1.5,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-a97821c0-2024-10,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,,mining,Underground,Zinc,Reserves,Proved,reported,,Mt,3.42,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-a97821c0-2024-11,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,,mining,Underground,Copper,Reserves,Proved,reported,,Mt,1.41,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-a97821c0-2024-12,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,,mining,Underground,Silver,Reserves,Proved,reported,,Mt,40,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-a97821c0-2024-13,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,,mining,Underground,Ore,Reserves,Probable,reported,1.3,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-a97821c0-2024-14,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,,mining,Underground,Zinc,Reserves,Probable,reported,,Mt,3.51,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-a97821c0-2024-15,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,,mining,Underground,Copper,Reserves,Probable,reported,,Mt,1.23,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-a97821c0-2024-16,2024,Site-specific,Glencore,Kidd Creek,QC-MAIN-a97821c0,,mining,Underground,Silver,Reserves,Probable,reported,,Mt,45,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-1,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Ore,Resources,Measured,reported,8.2,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-2,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Nickel,Resources,Measured,reported,,Mt,3.12,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-3,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Copper,Resources,Measured,reported,,Mt,0.85,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-4,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Cobalt,Resources,Measured,reported,,Mt,0.07,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-5,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Platinum,Resources,Measured,reported,,Mt,0.91,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-6,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Palladium,Resources,Measured,reported,,Mt,2.2,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-7,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Ore,Resources,Indicated,reported,15.8,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-8,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Nickel,Resources,Indicated,reported,,Mt,3.12,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-9,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Copper,Resources,Indicated,reported,,Mt,0.94,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-10,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Cobalt,Resources,Indicated,reported,,Mt,0.07,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-11,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Platinum,Resources,Indicated,reported,,Mt,0.92,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-12,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Palladium,Resources,Indicated,reported,,Mt,2.3,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-13,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Ore,Resources,Inferred,reported,11,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-14,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Nickel,Resources,Inferred,reported,,Mt,3.22,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-15,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Copper,Resources,Inferred,reported,,Mt,0.89,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-16,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Cobalt,Resources,Inferred,reported,,Mt,0.07,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-17,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Platinum,Resources,Inferred,reported,,Mt,0.89,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-18,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Palladium,Resources,Inferred,reported,,Mt,2.3,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-19,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Ore,Reserves,Proved,reported,9,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-20,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Nickel,Reserves,Proved,reported,,Mt,2.46,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-21,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Copper,Reserves,Proved,reported,,Mt,0.69,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
