main_id,tang_id,distance_to_centroid_m,distance_to_edge_m
QC-MAIN-6ac74402-1,QC-TANG-5604677f-1,2851.62,2168.8
QC-MAIN-6ac74402-1,QC-TANG-261aa4b7-1,9365.06,9225.77
QC-MAIN-6ac74402-1,QC-TANG-15b07384-1,8853.47,8740.18
QC-MAIN-6ac74402-1,QC-TANG-9b04301a-1,9915.55,9280.43
QC-MAIN-6ac74402-1,QC-TANG-e4209c07-1,8990.61,8884.72
QC-MAIN-6ac74402-1,QC-TANG-c065d3f1-1,10008.48,9724.97
QC-MAIN-6ac74402-1,QC-TANG-a25378a5-1,7213.93,7063.01
QC-MAIN-6ac74402-1,QC-TANG-773882e0-1,8064.68,7566.21
QC-MAIN-6ac74402-1,QC-TANG-40980139-1,6335.51,6281.28
QC-MAIN-6ac74402-1,QC-TANG-2e538d62-1,9785.92,9570.87
QC-MAIN-6ac74402-1,QC-TANG-1897bf80-1,8936.8,8453.96
QC-MAIN-6ac74402-1,QC-TANG-b9f4520e-1,9296.72,8797.15
QC-MAIN-6ac74402-1,QC-TANG-81eb5e8d-1,9634.05,9167.17
QC-MAIN-6ac74402-1,QC-TANG-2bd634a3-1,9528.59,9367.93
MB-MAIN-1d0c2cb3-1,,,
ON-MAIN-9326076c-1,,,
ON-MAIN-a427926b-1,,,
BC-MAIN-637c52c2-1,,,
ON-MAIN-f7c901fd-1,,,
QC-MAIN-ef20c691-1,QC-TANG-b02b5287-1,7382.45,6399.04
NL-MAIN-06a353b2-1,NL-TANG-cbfd82d4-1,1217.13,811.78
NL-MAIN-06a353b2-1,NL-TANG-bd514d4f-1,4855.4,4647.05
NL-MAIN-06a353b2-1,NL-TANG-f82829ee-1,210.69,10.2
NL-MAIN-06a353b2-1,NL-TANG-ffecb78a-1,674.41,595.35
NL-MAIN-06a353b2-1,NL-TANG-93b04046-1,2140.93,1923.12
NL-MAIN-06a353b2-1,NL-TANG-94483d39-1,1764.08,1483.66
NL-MAIN-06a353b2-1,NL-TANG-003710c3-1,4234.16,3874.51
NL-MAIN-06a353b2-1,NL-TANG-e5bb53bd-1,4827.14,4518.67
NL-MAIN-06a353b2-1,NL-TANG-c56845d2-1,3033.19,2406.23
NL-MAIN-06a353b2-1,NL-TANG-f5848433-1,2149.77,1891.32
MB-MAIN-90b02c47-1,,,
ON-MAIN-8869c24c-1,,,
ON-MAIN-f43e32c4-1,,,
AB-MAIN-feb0ef06-1,,,
QC-MAIN-2cd944d9-1,QC-TANG-4be356cc-1,7957.24,7828.98
QC-MAIN-2cd944d9-1,QC-TANG-5e6241eb-1,7605.34,7255.14
QC-MAIN-2cd944d9-1,QC-TANG-c2d1e592-1,6817.65,6407.15
QC-MAIN-2cd944d9-1,QC-TANG-0a91c49d-1,1608.78,1257.66
QC-MAIN-2cd944d9-1,QC-TANG-bf288b44-1,680.82,159.8
ON-MAIN-dd48cf98-1,,,
ON-MAIN-2e8f3879-1,,,
ON-MAIN-d1b9bbe6-1,,,
ON-MAIN-7aca343d-1,,,
QC-MAIN-3af5b4c3-1,,,
BC-MAIN-bcfb90e1-1,,,
BC-MAIN-16a191d7-1,,,
QC-MAIN-662f8a99-1,QC-TANG-3e0f7d53-1,8465.16,8171.91
QC-MAIN-d7a77a42-1,,,
ON-MAIN-41376f49-1,,,
MB-MAIN-a67682ea-1,,,
ON-MAIN-cc6e92f1-1,,,
QC-MAIN-6cad640b-1,QC-TANG-3e0f7d53-1,8810.8,8571.51
ON-MAIN-ce39294f-1,ON-TANG-134ce3aa-1,8555.85,8210.48
ON-MAIN-ce39294f-1,ON-TANG-87c35b5a-1,7431.35,7371.63
ON-MAIN-ce39294f-1,ON-TANG-6e1a01e9-1,7276.4,7165.51
ON-MAIN-ce39294f-1,ON-TANG-c37f2a97-1,9053.71,8678.37
ON-MAIN-ce39294f-1,ON-TANG-10d8b6b5-1,3890.08,3383.18
ON-MAIN-ce39294f-1,ON-TANG-0607160c-1,2335.98,1766.94
ON-MAIN-ce39294f-1,ON-TANG-f95d7fa2-1,3696.29,3317.48
ON-MAIN-ce39294f-1,ON-TANG-49c05238-1,4458.36,4073.53
ON-MAIN-ce39294f-1,ON-TANG-242d3b42-1,983.72,538.45
ON-MAIN-ce39294f-1,ON-TANG-073e1da5-1,562.32,209.3
ON-MAIN-ce39294f-1,ON-TANG-54342a70-1,964.59,434.97
ON-MAIN-ce39294f-1,ON-TANG-39232a2d-1,2021.34,1843.96
ON-MAIN-ce39294f-1,ON-TANG-8ffa0fa8-1,2710.9,2042.79
ON-MAIN-ce39294f-1,ON-TANG-0c9be41c-1,2238.54,1690.89
ON-MAIN-ce39294f-1,ON-TANG-2692600f-1,3424.0,2958.37
ON-MAIN-ce39294f-1,ON-TANG-07447c87-1,3827.11,3563.8
ON-MAIN-ce39294f-1,ON-TANG-377cc1b5-1,5698.81,5159.92
ON-MAIN-ce39294f-1,ON-TANG-7aae4cb6-1,6768.01,6276.26
ON-MAIN-ce39294f-1,ON-TANG-56d59bdf-1,9507.91,9354.68
AB-MAIN-e029cb1f-1,,,
BC-MAIN-9be7e69d-1,,,
QC-MAIN-746467df-1,QC-TANG-b02b5287-1,9969.75,9257.28
QC-MAIN-746467df-1,QC-TANG-970c0ba8-1,1356.62,246.9
QC-MAIN-746467df-1,QC-TANG-c6b05388-1,1662.92,538.84
QC-MAIN-746467df-1,QC-TANG-4be356cc-1,7537.34,7425.0
QC-MAIN-746467df-1,QC-TANG-5e6241eb-1,7269.05,6785.66
QC-MAIN-746467df-1,QC-TANG-c2d1e592-1,6657.26,6092.53
BC-MAIN-7470aff6-1,,,
ON-MAIN-10a30e3e-1,,,
SK-MAIN-42af1816-1,,,
ON-MAIN-34211858-1,,,
ON-MAIN-1252073c-1,,,
QC-MAIN-f6f57dd6-1,QC-TANG-b02b5287-1,9996.88,9296.96
QC-MAIN-f6f57dd6-1,QC-TANG-970c0ba8-1,2438.67,1213.07
QC-MAIN-f6f57dd6-1,QC-TANG-c6b05388-1,3029.99,1907.88
QC-MAIN-f6f57dd6-1,QC-TANG-4be356cc-1,8236.85,8132.22
QC-MAIN-f6f57dd6-1,QC-TANG-5e6241eb-1,7910.33,7472.3
QC-MAIN-f6f57dd6-1,QC-TANG-c2d1e592-1,7126.31,6495.55
NL-MAIN-f9946847-2,,,
QC-MAIN-3be44b79-1,,,
ON-MAIN-e116f385-1,,,
AB-MAIN-e2815b92-1,,,
NT-MAIN-47858377-1,,,
ON-MAIN-0df6012f-1,,,
QC-MAIN-6c3c0289-1,QC-TANG-f96813d0-1,3574.04,2735.75
QC-MAIN-6c3c0289-1,QC-TANG-0e3760ba-1,2576.66,2080.97
QC-MAIN-6c3c0289-1,QC-TANG-367040a5-1,2816.19,2248.56
QC-MAIN-6c3c0289-1,QC-TANG-7e54a790-1,62.85,35.72
QC-MAIN-6c3c0289-1,QC-TANG-ed96a969-1,8689.08,8373.61
QC-MAIN-6c3c0289-1,QC-TANG-87cba326-1,8365.02,8158.83
QC-MAIN-6c3c0289-1,QC-TANG-9f5b625a-1,6871.73,6620.69
QC-MAIN-6c3c0289-1,QC-TANG-84091923-1,6380.76,5836.74
QC-MAIN-6c3c0289-1,QC-TANG-954916dc-1,7358.99,7155.84
QC-MAIN-6c3c0289-1,QC-TANG-461fbc14-1,6307.78,5862.54
QC-MAIN-6c3c0289-1,QC-TANG-ef5c3dce-1,8739.08,8297.35
QC-MAIN-6c3c0289-1,QC-TANG-7ca0bfd7-1,9416.96,9026.85
QC-MAIN-6c3c0289-1,QC-TANG-7e2df72a-1,9072.38,8879.81
QC-MAIN-6c3c0289-1,QC-TANG-fd78dded-1,9885.49,9805.23
QC-MAIN-6c3c0289-1,QC-TANG-e6d0e18d-1,9969.66,9722.21
NL-MAIN-2b03e509-1,,,
BC-MAIN-07ad2be6-1,,,
BC-MAIN-955f8afa-1,,,
YT-MAIN-411f048c-1,,,
BC-MAIN-832d756d-1,BC-TANG-1f88f9be-1,7902.48,6020.31
BC-MAIN-832d756d-1,BC-TANG-1e8851fa-1,10796.99,9282.67
BC-MAIN-21e4646e-1,BC-TANG-f10a2143-1,4616.78,4216.16
BC-MAIN-21e4646e-1,BC-TANG-9b77bc98-1,9567.56,9271.84
BC-MAIN-21e4646e-1,BC-TANG-6313cf8b-1,4047.18,3262.14
BC-MAIN-21e4646e-1,BC-TANG-6ca94bdb-1,5665.18,4745.53
BC-MAIN-21e4646e-1,BC-TANG-0e3d2575-1,4603.27,3716.3
BC-MAIN-21e4646e-1,BC-TANG-cbd1fd63-1,5280.55,4636.9
BC-MAIN-21e4646e-1,BC-TANG-93c7cf2f-1,4568.96,4112.42
BC-MAIN-21e4646e-1,BC-TANG-0e68dd69-1,3716.59,3566.96
BC-MAIN-21e4646e-1,BC-TANG-906b6834-1,3922.91,3751.22
BC-MAIN-21e4646e-1,BC-TANG-b065b72d-1,4090.07,3934.52
BC-MAIN-21e4646e-1,BC-TANG-bebb8a4f-1,5583.5,5453.58
BC-MAIN-21e4646e-1,BC-TANG-241ac9bd-1,6364.37,6002.32
BC-MAIN-21e4646e-1,BC-TANG-d567792b-1,6689.13,6303.87
BC-MAIN-21e4646e-1,BC-TANG-9801a1f5-1,7962.89,7292.28
BC-MAIN-c87d00e6-1,,,
BC-MAIN-b35001c5-1,,,
BC-MAIN-51177ba8-1,BC-TANG-8da77720-1,7466.27,7396.55
BC-MAIN-51177ba8-1,BC-TANG-4f225a8d-1,5316.71,4285.73
BC-MAIN-51177ba8-1,BC-TANG-f1ce1300-1,7191.84,4619.19
BC-MAIN-5ec20643-1,,,
NL-MAIN-bd410410-2,NL-TANG-9f630ac6-1,2200.91,1780.82
NL-MAIN-bd410410-2,NL-TANG-99cffd8f-1,486.66,338.99
NL-MAIN-bd410410-2,NL-TANG-9c3e1c0c-1,92.46,84.16
NL-MAIN-bd410410-2,NL-TANG-0bddb43b-1,957.51,818.79
NL-MAIN-bd410410-2,NL-TANG-510cf7a2-1,5286.55,5067.74
NL-MAIN-bd410410-2,NL-TANG-0893ef47-1,10484.03,9197.94
YT-MAIN-68063961-2,YT-TANG-36df9591-1,760.16,132.92
BC-MAIN-89916018-1,,,
YT-MAIN-6943b8cf-1,,,
MB-MAIN-84300b33-1,,,
BC-MAIN-6b1be260-1,BC-TANG-1f88f9be-1,479.45,562.42
BC-MAIN-6b1be260-1,BC-TANG-1e8851fa-1,3346.7,1903.98
BC-MAIN-b799f085-1,,,
BC-MAIN-67ecc2f4-1,,,
ON-MAIN-099602fd-1,ON-TANG-50cd9d7b-1,130.49,73.73
ON-MAIN-099602fd-1,ON-TANG-61483155-1,414.07,80.79
ON-MAIN-099602fd-1,ON-TANG-f6fce8de-1,1126.03,908.12
ON-MAIN-099602fd-1,ON-TANG-ed23c2d8-1,1966.85,1259.24
NU-MAIN-5d4f52b4-1,,,
SK-MAIN-92c5ea59-1,SK-TANG-b6c62645-1,6001.89,5479.32
SK-MAIN-92c5ea59-1,SK-TANG-1cde8c35-1,3300.55,3162.26
BC-MAIN-b6add796-1,,,
NL-MAIN-790a609b-1,,,
QC-MAIN-383c2fa3-1,QC-TANG-4e06b861-1,9463.08,9118.88
QC-MAIN-383c2fa3-1,QC-TANG-1ea96b2e-1,9344.47,8620.33
QC-MAIN-383c2fa3-1,QC-TANG-08440494-1,5403.27,4571.89
QC-MAIN-383c2fa3-1,QC-TANG-340357ab-1,6249.24,6114.42
QC-MAIN-383c2fa3-1,QC-TANG-5cd1b942-1,7328.63,6954.27
QC-MAIN-383c2fa3-1,QC-TANG-50ae6145-1,9379.54,8781.67
QC-MAIN-383c2fa3-1,QC-TANG-446be24a-1,8802.85,8631.37
QC-MAIN-383c2fa3-1,QC-TANG-ece99407-1,8145.89,7900.38
QC-MAIN-383c2fa3-1,QC-TANG-f141791d-1,8726.68,8585.97
QC-MAIN-383c2fa3-1,QC-TANG-7a6b3845-1,9441.9,9088.3
QC-MAIN-383c2fa3-1,QC-TANG-3cba0842-1,6703.88,6468.6
QC-MAIN-383c2fa3-1,QC-TANG-6e14a593-1,8640.61,8521.51
QC-MAIN-383c2fa3-1,QC-TANG-1fde0082-1,7703.02,7220.69
QC-MAIN-383c2fa3-1,QC-TANG-d55e91e7-1,10455.19,9663.94
BC-MAIN-1638bb75-1,BC-TANG-4e1634dd-1,2003.77,1786.39
BC-MAIN-1638bb75-1,BC-TANG-f6e5c1b2-1,961.69,216.78
BC-MAIN-1638bb75-1,BC-TANG-9c2c1be1-1,2783.44,2458.8
BC-MAIN-1638bb75-1,BC-TANG-0f41ba65-1,2270.03,2133.62
BC-MAIN-ac5c4f8e-1,,,
ON-MAIN-41bc0337-1,,,
QC-MAIN-5d1776d5-1,QC-TANG-4b1a6a22-1,4905.13,4692.66
QC-MAIN-5d1776d5-1,QC-TANG-7ca6229a-1,2467.48,868.13
QC-MAIN-5d1776d5-1,QC-TANG-20506215-1,620.49,266.22
QC-MAIN-5d1776d5-1,QC-TANG-b7edfcda-1,1859.24,1738.07
QC-MAIN-5d1776d5-1,QC-TANG-6dc1622d-1,2905.94,2730.18
QC-MAIN-5d1776d5-1,QC-TANG-d3e17358-1,2471.78,2008.62
BC-MAIN-18aacb3e-1,,,
BC-MAIN-853363d1-1,,,
QC-MAIN-1b3434ee-1,QC-TANG-bf53f04c-1,8420.58,8103.38
QC-MAIN-1b3434ee-1,QC-TANG-4be7942b-1,4984.8,4724.37
QC-MAIN-1b3434ee-1,QC-TANG-7bc4080f-1,6324.18,4985.35
QC-MAIN-1b3434ee-1,QC-TANG-aa60cea6-1,4112.2,3471.8
QC-MAIN-1b3434ee-1,QC-TANG-2dbb7045-1,5201.59,5067.07
QC-MAIN-1b3434ee-1,QC-TANG-2644b4f9-1,4159.37,4092.25
QC-MAIN-1b3434ee-1,QC-TANG-36dc25c5-1,4350.93,3926.11
QC-MAIN-1b3434ee-1,QC-TANG-ab36dafe-1,855.93,397.85
QC-MAIN-1b3434ee-1,QC-TANG-5604677f-1,2497.43,1838.53
QC-MAIN-1b3434ee-1,QC-TANG-261aa4b7-1,8940.47,8800.93
QC-MAIN-1b3434ee-1,QC-TANG-15b07384-1,9213.32,9100.45
QC-MAIN-1b3434ee-1,QC-TANG-9b04301a-1,9492.63,8857.72
QC-MAIN-1b3434ee-1,QC-TANG-e4209c07-1,9346.9,9238.97
QC-MAIN-1b3434ee-1,QC-TANG-c065d3f1-1,9595.44,9307.64
QC-MAIN-1b3434ee-1,QC-TANG-a25378a5-1,7434.62,7288.55
QC-MAIN-1b3434ee-1,QC-TANG-773882e0-1,7701.62,7198.63
QC-MAIN-1b3434ee-1,QC-TANG-40980139-1,6457.02,6399.26
QC-MAIN-1b3434ee-1,QC-TANG-2e538d62-1,9407.2,9190.95
QC-MAIN-1b3434ee-1,QC-TANG-1897bf80-1,9082.8,8599.84
QC-MAIN-1b3434ee-1,QC-TANG-b9f4520e-1,9413.88,8922.24
QC-MAIN-1b3434ee-1,QC-TANG-81eb5e8d-1,9344.06,8883.3
QC-MAIN-1b3434ee-1,QC-TANG-2bd634a3-1,9629.67,9465.51
BC-MAIN-b6135486-1,,,
BC-MAIN-96b6e5eb-1,,,
BC-MAIN-53bba17f-1,BC-TANG-d62db940-1,3960.48,3793.23
BC-MAIN-53bba17f-1,BC-TANG-60816b7f-1,75.88,25.06
YT-MAIN-11319f2d-1,,,
MB-MAIN-e03a8156-1,,,
YT-MAIN-6dca29e5-1,,,
BC-MAIN-3091ca70-1,,,
MB-MAIN-b483545e-1,,,
YT-MAIN-60122d63-1,,,
MB-MAIN-515b1195-1,MB-TANG-0cf30a91-1,7691.96,7554.37
MB-MAIN-515b1195-1,MB-TANG-4826c42d-1,7750.96,7549.57
MB-MAIN-515b1195-1,MB-TANG-14a469f0-1,7365.9,7259.49
MB-MAIN-515b1195-1,MB-TANG-fda86f52-1,2997.43,2770.72
MB-MAIN-515b1195-1,MB-TANG-30b0186a-1,2785.89,2449.57
MB-MAIN-515b1195-1,MB-TANG-e6b81f23-1,2510.15,2319.05
MB-MAIN-515b1195-1,MB-TANG-cf15fe1a-1,2529.3,2207.13
MB-MAIN-515b1195-1,MB-TANG-f12e51d6-1,2214.31,2082.15
MB-MAIN-515b1195-1,MB-TANG-f1dc9945-1,1306.17,1230.73
MB-MAIN-515b1195-1,MB-TANG-04fdc469-1,2191.87,2006.28
MB-MAIN-515b1195-1,MB-TANG-54a10712-1,1322.36,1240.61
MB-MAIN-515b1195-1,MB-TANG-332caad9-1,2125.23,1926.97
MB-MAIN-515b1195-1,MB-TANG-19b72429-1,2457.12,2243.36
MB-MAIN-515b1195-1,MB-TANG-ea46edbe-1,2235.0,1913.57
MB-MAIN-515b1195-1,MB-TANG-e1360f4e-1,7908.42,7714.35
MB-MAIN-515b1195-1,MB-TANG-1c9ebf03-1,8311.14,7690.76
MB-MAIN-515b1195-1,MB-TANG-a5745f6c-1,9303.57,8900.19
MB-MAIN-515b1195-1,MB-TANG-e9ccee67-1,8200.97,8092.82
MB-MAIN-515b1195-1,MB-TANG-723519b4-1,8885.68,8394.98
MB-MAIN-82ea0522-1,MB-TANG-0cf30a91-1,6051.55,5920.01
MB-MAIN-82ea0522-1,MB-TANG-4826c42d-1,6066.23,5867.7
MB-MAIN-82ea0522-1,MB-TANG-14a469f0-1,5665.05,5556.28
MB-MAIN-82ea0522-1,MB-TANG-fda86f52-1,1657.61,1467.5
MB-MAIN-82ea0522-1,MB-TANG-30b0186a-1,1208.73,1000.5
MB-MAIN-82ea0522-1,MB-TANG-e6b81f23-1,1605.66,1423.28
MB-MAIN-82ea0522-1,MB-TANG-cf15fe1a-1,1322.01,995.04
MB-MAIN-82ea0522-1,MB-TANG-f12e51d6-1,1355.85,1153.44
MB-MAIN-82ea0522-1,MB-TANG-f1dc9945-1,3217.82,3127.89
MB-MAIN-82ea0522-1,MB-TANG-04fdc469-1,2090.7,1760.74
MB-MAIN-82ea0522-1,MB-TANG-54a10712-1,3225.33,3135.15
MB-MAIN-82ea0522-1,MB-TANG-332caad9-1,2731.04,2584.98
MB-MAIN-82ea0522-1,MB-TANG-19b72429-1,4444.37,4229.15
MB-MAIN-82ea0522-1,MB-TANG-ea46edbe-1,4151.91,3782.99
MB-MAIN-82ea0522-1,MB-TANG-e1360f4e-1,7452.01,7255.84
MB-MAIN-82ea0522-1,MB-TANG-1c9ebf03-1,7784.26,7096.67
MB-MAIN-82ea0522-1,MB-TANG-a5745f6c-1,8700.79,8220.57
MB-MAIN-82ea0522-1,MB-TANG-e9ccee67-1,7796.47,7700.57
MB-MAIN-82ea0522-1,MB-TANG-723519b4-1,8709.95,8253.17
MB-MAIN-6d9f24ca-1,,,
MB-MAIN-d97f30a3-1,,,
MB-MAIN-567f87fa-1,,,
ON-MAIN-4d689934-1,,,
ON-MAIN-7f2e11bd-1,,,
QC-MAIN-ce74de1a-1,,,
QC-MAIN-fe7c9493-1,,,
QC-MAIN-d0738410-1,,,
ON-MAIN-f944754f-1,,,
QC-MAIN-a7571857-1,,,
QC-MAIN-69334cb0-1,,,
QC-MAIN-2b8cc0f4-1,,,
AB-MAIN-cc42475c-1,,,
AB-MAIN-a23961e4-1,,,
QC-MAIN-ba3d416f-1,,,
QC-MAIN-bc5dd61c-1,,,
QC-MAIN-82b2717c-1,QC-TANG-d944affd-1,5302.85,5067.6
QC-MAIN-82b2717c-1,QC-TANG-7d0b0c36-1,4806.81,4494.16
QC-MAIN-b5c425d8-1,,,
QC-MAIN-7a5eacde-1,,,
QC-MAIN-f7b40585-1,QC-TANG-3e0f7d53-1,8203.35,7909.19
AB-MAIN-b8d91ef4-1,,,
AB-MAIN-7a44e145-1,,,
SK-MAIN-82b85062-1,,,
SK-MAIN-4690f3c8-1,,,
AB-MAIN-26c965c2-1,,,
QC-MAIN-8f616fcc-1,,,
ON-MAIN-a70df1a9-1,,,
QC-MAIN-66812dba-1,,,
QC-MAIN-f66d0226-1,,,
ON-MAIN-4abc69ca-1,,,
ON-MAIN-313f0146-1,,,
QC-MAIN-22c0a46a-1,QC-TANG-db428fa9-1,10171.16,9987.55
QC-MAIN-22c0a46a-1,QC-TANG-aa6cd0a0-1,166.32,138.88
QC-MAIN-22c0a46a-1,QC-TANG-14aa4b72-1,10103.78,9786.79
QC-MAIN-22c0a46a-1,QC-TANG-f7f80fb6-1,9547.04,9307.12
QC-MAIN-d8c75070-1,,,
ON-MAIN-d06125fd-1,,,
QC-MAIN-2e5da440-1,,,
ON-MAIN-5c6e6c7a-1,,,
QC-MAIN-1d4869bb-1,,,
QC-MAIN-d1b8233a-1,QC-TANG-4d324699-1,2232.84,950.24
QC-MAIN-d1b8233a-1,QC-TANG-7b05e757-1,4635.37,4371.09
QC-MAIN-d1b8233a-1,QC-TANG-575490d5-1,2196.22,1121.5
QC-MAIN-d1b8233a-1,QC-TANG-25173a9f-1,4123.49,3161.36
QC-MAIN-d1b8233a-1,QC-TANG-2fdb9c39-1,3911.35,2931.95
BC-MAIN-bb484112-1,,,
BC-MAIN-6f23468f-1,,,
NL-MAIN-9ccf36c0-1,NL-TANG-c9fe77b9-1,6625.98,4263.56
NL-MAIN-9ccf36c0-1,NL-TANG-6b3c97a7-1,2054.06,390.43
NL-MAIN-9ccf36c0-1,NL-TANG-b76fdfa9-1,4125.06,3907.74
NL-MAIN-9ccf36c0-1,NL-TANG-d47999fe-1,1840.13,1716.82
NL-MAIN-9ccf36c0-1,NL-TANG-32e9d2e1-1,6597.81,6175.65
NL-MAIN-9ccf36c0-1,NL-TANG-638b9cfb-1,7884.67,7068.77
NL-MAIN-9ccf36c0-1,NL-TANG-fe2f15fe-1,13086.22,8533.51
NL-MAIN-9ccf36c0-1,NL-TANG-03057b57-1,14634.24,2820.8
QC-MAIN-2e5da440-2,,,
NB-MAIN-14ab93ca-1,,,
NB-MAIN-80b89ec9-1,,,
BC-MAIN-6b348f3c-1,BC-TANG-d4bf217d-1,1019.86,824.18
BC-MAIN-3173491b-1,,,
BC-MAIN-74f5551c-1,BC-TANG-3458346f-1,203.14,221.71
BC-MAIN-161ec4d9-1,,,
MB-MAIN-90232f90-1,,,
BC-MAIN-16e89d42-1,,,
BC-MAIN-afea17a6-1,,,
QC-MAIN-52b0862b-1,,,
MB-MAIN-b7374552-1,MB-TANG-63e2807a-1,8404.41,8324.46
MB-MAIN-b7374552-1,MB-TANG-68ed3fdd-1,7896.89,7473.61
MB-MAIN-b7374552-1,MB-TANG-2ba21158-1,7803.48,7632.5
MB-MAIN-b7374552-1,MB-TANG-f63d1653-1,248.01,87.27
MB-MAIN-b7374552-1,MB-TANG-358eb5e0-1,824.19,355.75
MB-MAIN-b7374552-1,MB-TANG-42262b51-1,1565.0,1468.37
MB-MAIN-b7374552-1,MB-TANG-4cc2af89-1,2208.46,1972.06
QC-MAIN-62ba823d-1,,,
ON-MAIN-d8a52df2-1,ON-TANG-b730f6bc-1,9528.28,9336.41
ON-MAIN-d8a52df2-1,ON-TANG-72c1706e-1,522.06,343.93
ON-MAIN-d8a52df2-1,ON-TANG-dbbe6945-1,9115.28,8917.45
ON-MAIN-d8a52df2-1,ON-TANG-7bd2e251-1,735.13,239.59
ON-MAIN-d8a52df2-1,ON-TANG-ee116cff-1,9785.96,9615.55
ON-MAIN-d8a52df2-1,ON-TANG-5e5574bc-1,10131.63,9922.54
ON-MAIN-07bc135f-1,,,
MB-MAIN-17adc4a4-1,MB-TANG-3da64ef9-1,9639.77,8985.88
MB-MAIN-17adc4a4-1,MB-TANG-1742e549-1,3540.02,3389.72
MB-MAIN-17adc4a4-1,MB-TANG-62ac2ecd-1,4529.75,4307.06
MB-MAIN-17adc4a4-1,MB-TANG-9c40cbe6-1,2255.21,2077.14
MB-MAIN-17adc4a4-1,MB-TANG-720e99cf-1,2502.41,2403.72
MB-MAIN-17adc4a4-1,MB-TANG-9b2475af-1,2343.14,2242.7
MB-MAIN-17adc4a4-1,MB-TANG-b00b6984-1,1948.41,1766.49
MB-MAIN-17adc4a4-1,MB-TANG-faf1ed4f-1,1975.71,1704.42
MB-MAIN-17adc4a4-1,MB-TANG-0ce9c82a-1,1521.25,1272.86
MB-MAIN-17adc4a4-1,MB-TANG-1ec17953-1,780.13,153.51
MB-MAIN-17adc4a4-1,MB-TANG-5831252e-1,1089.92,147.18
MB-MAIN-17adc4a4-1,MB-TANG-0de2af77-1,2520.3,2157.62
MB-MAIN-17adc4a4-1,MB-TANG-3adbcf48-1,2989.77,2865.08
MB-MAIN-17adc4a4-1,MB-TANG-bcb483fe-1,4330.51,4145.48
MB-MAIN-17adc4a4-1,MB-TANG-78a8f37e-1,4275.84,4009.99
MB-MAIN-17adc4a4-1,MB-TANG-f0329150-1,6104.75,5974.86
MB-MAIN-17adc4a4-1,MB-TANG-f9f29ce6-1,6670.45,6139.78
MB-MAIN-17adc4a4-1,MB-TANG-01c97cef-1,7269.48,7071.34
ON-MAIN-8de2b54e-1,ON-TANG-0bc225af-1,5951.11,5716.01
ON-MAIN-8de2b54e-1,ON-TANG-56fea348-1,6337.52,6148.03
ON-MAIN-8de2b54e-1,ON-TANG-cdfa8547-1,6071.24,5852.35
ON-MAIN-8de2b54e-1,ON-TANG-98589650-1,2284.68,2074.26
ON-MAIN-8de2b54e-1,ON-TANG-29bb92e6-1,963.03,447.13
ON-MAIN-8de2b54e-1,ON-TANG-84960faa-1,3069.02,2525.56
ON-MAIN-21de8cef-1,ON-TANG-9396f03d-1,7359.98,7081.01
ON-MAIN-21de8cef-1,ON-TANG-f4bf3277-1,7140.71,6809.39
ON-MAIN-21de8cef-1,ON-TANG-38081b48-1,6608.9,6336.02
ON-MAIN-21de8cef-1,ON-TANG-64a02106-1,6828.09,6443.61
ON-MAIN-21de8cef-1,ON-TANG-203a12df-1,6509.35,6051.61
ON-MAIN-21de8cef-1,ON-TANG-0bf5e30c-1,5779.69,5369.05
ON-MAIN-21de8cef-1,ON-TANG-00437769-1,125.93,36.34
ON-MAIN-21de8cef-1,ON-TANG-65d841a0-1,1464.56,832.58
ON-MAIN-21de8cef-1,ON-TANG-25f15731-1,2963.55,2854.58
ON-MAIN-21de8cef-1,ON-TANG-943a9a17-1,1996.83,1496.71
ON-MAIN-21de8cef-1,ON-TANG-b52d8410-1,3706.78,3241.69
ON-MAIN-21de8cef-1,ON-TANG-9e5d62fa-1,2768.12,2610.74
ON-MAIN-21de8cef-1,ON-TANG-b5ffb948-1,2768.8,2652.92
ON-MAIN-21de8cef-1,ON-TANG-01e90d97-1,5912.69,5179.14
ON-MAIN-21de8cef-1,ON-TANG-cc847791-1,5264.91,4523.2
ON-MAIN-21de8cef-1,ON-TANG-f78ed8fc-1,4188.73,3648.79
ON-MAIN-21de8cef-1,ON-TANG-34ad8c06-1,3369.26,2692.72
ON-MAIN-21de8cef-1,ON-TANG-562ad2bd-1,3351.49,2907.95
ON-MAIN-21de8cef-1,ON-TANG-444bd253-1,3733.59,2484.0
ON-MAIN-21de8cef-1,ON-TANG-03175f0f-1,4610.79,4289.18
ON-MAIN-21de8cef-1,ON-TANG-203d6940-1,5124.03,4753.92
ON-MAIN-21de8cef-1,ON-TANG-46008a26-1,6475.51,6343.44
ON-MAIN-21de8cef-1,ON-TANG-f9750c98-1,5522.41,5178.68
ON-MAIN-21de8cef-1,ON-TANG-c2914237-1,6428.16,6280.69
ON-MAIN-21de8cef-1,ON-TANG-1f23d9f3-1,6729.2,6638.42
ON-MAIN-92254f18-1,ON-TANG-0bc225af-1,4112.0,3885.44
ON-MAIN-92254f18-1,ON-TANG-56fea348-1,4452.28,4254.89
ON-MAIN-92254f18-1,ON-TANG-cdfa8547-1,4164.88,3944.94
ON-MAIN-92254f18-1,ON-TANG-98589650-1,513.29,308.32
ON-MAIN-92254f18-1,ON-TANG-29bb92e6-1,2871.71,2292.5
