row_id,year,level,geography,reported_company_nrcan,name,main_id,facility_group_id,company_id,facility_type,mining_processing_type,commodities_nrcan,commodity,reference_point,material_type,data_type,unit,value,comment,source
PROD-CMP-d5f1c66b-2023-7,2023,Company-level,World,Glencore,-,-,,CMP-d5f1c66b,mining and manufacturing,x,x,Silver,4 or 5,?,Production,koz,20011.0,Impossible to assign a reference point. Probably 4 or 5?,GLEN_2024-FY_ProductionReport_tables.xlsx
PROD-CMP-d5f1c66b-2023-8,2023,Company-level,World,Glencore,-,-,,CMP-d5f1c66b,mining and manufacturing,x,x,Zinc,4 or 5,?,Production,kt,918.5,Impossible to assign a reference point. Probably 4 or 5?,GLEN_2024-FY_ProductionReport_tables.xlsx
PROD-529c96b4-2023-1,2023,Facility-group,Canada,Glencore,Canadian Electrolytic Zinc Limited (CEZinc),QC-MAIN-529c96b4,-,,Refinery,x,"Zinc, cadmium, liquid sulfur dioxide, sulfuric acid",Lead,5,Refinery production,Production,kt,244.6,,GLEN_2024-FY_ProductionReport_tables.xlsx
PROD-529c96b4-2023-2,2023,Facility-group,Canada,Glencore,Canadian Electrolytic Zinc Limited (CEZinc),QC-MAIN-529c96b4,-,,Refinery,x,"Zinc, cadmium, liquid sulfur dioxide, sulfuric acid",Zinc,5,Refinery production,Production,kt,752.6,,GLEN_2024-FY_ProductionReport_tables.xlsx
PROD-6b4800fe-2023-1,2023,Site-specific,Canada,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,-,,mining,"Open-pit, concentrator","Copper, molybdenum, silver",Copper,3,Intermediate metal,Production,Mlbs,123.0,,ESG_2023.pdf
PROD-6b4800fe-2023-2,2023,Site-specific,Canada,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,-,,mining,"Open-pit, concentrator","Copper, molybdenum, silver",Molybdenum,4,Intermediate metal,Production,Mlbs,1.2,,ESG_2023.pdf
PROD-2c4ceca5-2024-1,2024,Site-specific,Canada,Teck Resources Limited,Highland Valley,BC-MAIN-2c4ceca5,-,,mining,Open-pit,"Copper, silver, molybdenum",Copper,3,Contained metal in concentrate produced,Production,kt,102.4,,2024_Annual_report
PROD-2c4ceca5-2024-2,2024,Site-specific,Canada,Teck Resources Limited,Highland Valley,BC-MAIN-2c4ceca5,-,,mining,Open-pit,"Copper, silver, molybdenum",Molybdenum,4,Contained metal in concentrate produced,Production,kt,0.9,,2024_Annual_report
PROD-UNKNOWN-2023-3,2023,Facility-group,World,Glencore,Integrated Nickel Operations,-,-,,mining and manufacturing,x,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Cobalt,5,Refined metal,Production,kt,0.4,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-4,2023,Facility-group,World,Glencore,Integrated Nickel Operations,-,-,,mining and manufacturing,x,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Cobalt,5,Refined metal,Production,kt,3.5,"Includes third-party feed. Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-5,2023,Facility-group,Canada,Glencore,Integrated Nickel Operations,-,-,,mining and manufacturing,x,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Copper,3,Concentrate,Production,kt,4.8,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",GLEN_2024-FY_ProductionReport_tables.xlsx
PROD-UNKNOWN-2023-6,2023,Facility-group,Canada,Glencore,Integrated Nickel Operations,-,-,,mining and manufacturing,x,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Copper,3,Concentrate,Production,kt,6.2,"Including third party feed. Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",GLEN_2024-FY_ProductionReport_tables.xlsx
PROD-UNKNOWN-2023-7,2023,Facility-group,World,Glencore,Integrated Nickel Operations,-,-,,mining and manufacturing,x,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Copper,5,Refined metal,Production,kt,8.9,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",GLEN_2024-FY_ProductionReport_tables.xlsx
PROD-UNKNOWN-2023-8,2023,Facility-group,World,Glencore,Integrated Nickel Operations,-,-,,mining and manufacturing,x,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Copper,5,Refined metal,Production,kt,20.1,"Including third party feed. Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",GLEN_2024-FY_ProductionReport_tables.xlsx
PROD-UNKNOWN-2023-9,2023,Facility-group,World,Glencore,Integrated Nickel Operations,-,-,,mining and manufacturing,x,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Gold,4,Intermediate metal,Production,koz,11.0,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-10,2023,Facility-group,World,Glencore,Integrated Nickel Operations,-,-,,mining and manufacturing,x,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Gold,4,Intermediate metal,Production,koz,27.0,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-11,2023,Facility-group,Canada,Glencore,Integrated Nickel Operations,-,-,,mining and manufacturing,x,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Nickel,3,Concentrate,Production,kt,0.2,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-12,2023,Facility-group,Canada,Glencore,Integrated Nickel Operations,-,-,,mining and manufacturing,x,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Nickel,3,Concentrate,Production,kt,0.2,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-13,2023,Facility-group,World,Glencore,Integrated Nickel Operations,-,-,,mining and manufacturing,x,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Nickel,5,Refined metal,Production,kt,39.1,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-14,2023,Facility-group,World,Glencore,Integrated Nickel Operations,-,-,,mining and manufacturing,x,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Nickel,5,Refined metal,Production,kt,95.0,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-15,2023,Facility-group,World,Glencore,Integrated Nickel Operations,-,-,,mining and manufacturing,x,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Palladium,4,Intermediate metal,Production,koz,65.0,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-16,2023,Facility-group,World,Glencore,Integrated Nickel Operations,-,-,,mining and manufacturing,x,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Palladium,4,Intermediate metal,Production,koz,201.0,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-17,2023,Facility-group,World,Glencore,Integrated Nickel Operations,-,-,,mining and manufacturing,x,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Platinum,4,Intermediate metal,Production,koz,24.0,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-18,2023,Facility-group,World,Glencore,Integrated Nickel Operations,-,-,,mining and manufacturing,x,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Platinum,4,Intermediate metal,Production,koz,51.0,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-19,2023,Facility-group,World,Glencore,Integrated Nickel Operations,-,-,,mining and manufacturing,x,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Rhodium,4,Intermediate metal,Production,koz,3.0,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-20,2023,Facility-group,World,Glencore,Integrated Nickel Operations,-,-,,mining and manufacturing,x,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Rhodium,4,Intermediate metal,Production,koz,3.0,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-21,2023,Facility-group,World,Glencore,Integrated Nickel Operations,-,-,,mining and manufacturing,x,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Silver,4,Intermediate metal,Production,koz,223.0,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",GLEN_2024_FY_ProductionReport
PROD-4724f4ba-2024-1,2024,Site-specific,Canada,Gold Mountain Mining Corp,Elk,BC-MAIN-4724f4ba,-,,mining,"Underground, concentrator","Gold, silver",Gold,1,Ore mined,Production,t,34017.0,,https://www.accessnewswire.com/newsroom/en/metals-and-mining/gold-mountain-reports-its-interim-q4-2025-financial-and-operating-results-1001121?utm_source=chatgpt.com
PROD-4724f4ba-2024-2,2024,Site-specific,Canada,Gold Mountain Mining Corp,Elk,BC-MAIN-4724f4ba,-,,mining,"Underground, concentrator","Gold, silver",Gold,1,Waste mined,Production,t,1623010.0,,https://www.accessnewswire.com/newsroom/en/metals-and-mining/gold-mountain-reports-its-interim-q4-2025-financial-and-operating-results-1001121?utm_source=chatgpt.com
PROD-4724f4ba-2024-3,2024,Site-specific,Canada,Gold Mountain Mining Corp,Elk,BC-MAIN-4724f4ba,-,,mining,"Underground, concentrator","Gold, silver",Gold,2,Ore delivered,Production,t,33245.0,,https://www.accessnewswire.com/newsroom/en/metals-and-mining/gold-mountain-reports-its-interim-q4-2025-financial-and-operating-results-1001121?utm_source=chatgpt.com
PROD-4724f4ba-2024-4,2024,Site-specific,Canada,Gold Mountain Mining Corp,Elk,BC-MAIN-4724f4ba,-,,mining,"Underground, concentrator","Gold, silver",Gold,2,Ore grade,Technical attribute,g/t,4.26,,https://www.accessnewswire.com/newsroom/en/metals-and-mining/gold-mountain-reports-its-interim-q4-2025-financial-and-operating-results-1001121?utm_source=chatgpt.com
PROD-4724f4ba-2024-5,2024,Site-specific,Canada,Gold Mountain Mining Corp,Elk,BC-MAIN-4724f4ba,-,,mining,"Underground, concentrator","Gold, silver",Gold,1,Strip ratio,Technical attribute,waste/ore,47.7,,https://www.accessnewswire.com/newsroom/en/metals-and-mining/gold-mountain-reports-its-interim-q4-2025-financial-and-operating-results-1001121?utm_source=chatgpt.com
PROD-4724f4ba-2024-6,2024,Site-specific,Canada,Gold Mountain Mining Corp,Elk,BC-MAIN-4724f4ba,-,,mining,"Underground, concentrator","Gold, silver",Gold,4,Gold ounces sold,Production,oz,3916.0,,https://www.accessnewswire.com/newsroom/en/metals-and-mining/gold-mountain-reports-its-interim-q4-2025-financial-and-operating-results-1001121?utm_source=chatgpt.com
PROD-b86f7d07-2023-1,2023,Site-specific,Canada,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,-,,mining,"Open-pit, underground, concentrator","Silver, zinc, lead",Lead,4,Intermediate metal,Production,kt,2.9,,https://www.hecla.com/operations/hecla-keno-hill-yukon-territory-canada
PROD-b86f7d07-2023-2,2023,Site-specific,Canada,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,-,,mining,"Open-pit, underground, concentrator","Silver, zinc, lead",Silver,4,Intermediate metal,Production,Moz,2.8,,https://www.hecla.com/operations/hecla-keno-hill-yukon-territory-canada
PROD-b86f7d07-2023-3,2023,Site-specific,Canada,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,-,,mining,"Open-pit, underground, concentrator","Silver, zinc, lead",Zinc,4,Intermediate metal,Production,kt,1.5,,https://www.hecla.com/operations/hecla-keno-hill-yukon-territory-canada
PROD-UNKNOWN-2023-22,2023,Facility-group,World,Glencore,Integrated Nickel Operations,-,-,,mining and manufacturing,x,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Silver,4,Intermediate metal,Production,koz,407.0,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",GLEN_2024_FY_ProductionReport
PROD-a97821c0-2023-1,2023,Site-specific,Canada,Glencore,Kidd Creek,QC-MAIN-a97821c0,-,,mining,Underground,"Copper, zinc, silver, selenium, indium",Copper,3,Concentrate,Production,kt,22.6,,GLEN_2024-FY_ProductionReport_tables.xlsx
PROD-fc6f1a44-2023-1,2023,Site-specific,Canada,"Heico Companies, LLC",Ivaco Rolling Mills,ON-MAIN-fc6f1a44,-,,manufacturing,Electric arc furnace,Steel,Steel,4,Nominal crude steel capacity,Capacity,ttpa,650.0,,GEM
PROD-a97821c0-2023-2,2023,Site-specific,Canada,Glencore,Kidd Creek,QC-MAIN-a97821c0,-,,mining,Underground,"Copper, zinc, silver, selenium, indium",Silver,3,Concentrate,Production,koz,1378.0,,GLEN_2024_FY_ProductionReport
PROD-a97821c0-2023-3,2023,Site-specific,Canada,Glencore,Kidd Creek,QC-MAIN-a97821c0,-,,mining,Underground,"Copper, zinc, silver, selenium, indium",Zinc,3,Concentrate,Production,kt,38.6,,GLEN_2024_FY_ProductionReport
PROD-a3c56a83-2023-1,2023,Site-specific,Canada,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,,mining,"Open-pit, underground, concentrator","Platinum group metals, gold, nickel, copper, cobalt",Ore,2,Ore milled,Production,kt,10248.0,,FY2024
PROD-a3c56a83-2023-2,2023,Site-specific,Canada,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,,mining,"Open-pit, underground, concentrator","Platinum group metals, gold, nickel, copper, cobalt",PGM,2,Head grade,Technical attribute,g/t,3.88,,FY2024
PROD-a3c56a83-2023-3,2023,Site-specific,Canada,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,,mining,"Open-pit, underground, concentrator","Platinum group metals, gold, nickel, copper, cobalt",PGM,4,Intermediate metal,Production,koz,1232.0,,FY2024
PROD-be5b3dc8-2023-1,2023,Site-specific,Canada,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,-,,mining,Concentrator,"Gold, zinc, copper, silver",Copper,2,Ore grade,Technical attribute,%,0.86,,MDA25
PROD-be5b3dc8-2023-2,2023,Site-specific,Canada,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,-,,mining,Concentrator,"Gold, zinc, copper, silver",Gold,2,Ore grade,Technical attribute,g/t,4.74,,MDA25
PROD-be5b3dc8-2023-3,2023,Site-specific,Canada,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,-,,mining,Concentrator,"Gold, zinc, copper, silver",Ore,1,Ore mined,Production,t,1526729.0,,MDA25
PROD-be5b3dc8-2023-4,2023,Site-specific,Canada,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,-,,mining,Concentrator,"Gold, zinc, copper, silver",Silver,2,Ore grade,Technical attribute,g/t,24.51,,MDA25
PROD-be5b3dc8-2023-5,2023,Site-specific,Canada,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,-,,mining,Concentrator,"Gold, zinc, copper, silver",Zinc,2,Ore grade,Technical attribute,%,3.0,,MDA25
PROD-4ea8ac9d-2023-1,2023,Site-specific,Canada,Agnico Eagle Mines Limited,LaRonde,NU-MAIN-4ea8ac9d,-,,mining,"Open-pit, underground, concentrator","Gold, zinc, copper, silver, cadmium",Copper,3,Concentrate,Production,t,7702.438517,,2023-Sustainability-Performance_data
PROD-4ea8ac9d-2023-2,2023,Site-specific,Canada,Agnico Eagle Mines Limited,LaRonde,NU-MAIN-4ea8ac9d,-,,mining,"Open-pit, underground, concentrator","Gold, zinc, copper, silver, cadmium",Gold,4,Intermediate metal,Production,oz,306648.486458,,2023-Sustainability-Performance_data
PROD-4ea8ac9d-2023-3,2023,Site-specific,Canada,Agnico Eagle Mines Limited,LaRonde,NU-MAIN-4ea8ac9d,-,,mining,"Open-pit, underground, concentrator","Gold, zinc, copper, silver, cadmium",Ore,2,Ore processed,Production,t,2658395.96049,,2023-Sustainability-Performance_data
PROD-4ea8ac9d-2023-4,2023,Site-specific,Canada,Agnico Eagle Mines Limited,LaRonde,NU-MAIN-4ea8ac9d,-,,mining,"Open-pit, underground, concentrator","Gold, zinc, copper, silver, cadmium",Silver,4,Intermediate metal,Production,koz,588.0,,2023-Sustainability-Performance_data
PROD-4ea8ac9d-2023-5,2023,Site-specific,Canada,Agnico Eagle Mines Limited,LaRonde,NU-MAIN-4ea8ac9d,-,,mining,"Open-pit, underground, concentrator","Gold, zinc, copper, silver, cadmium",Zinc,3,Concentrate,Production,t,2577.9603749999997,,2023-Sustainability-Performance_data
PROD-7001a391-2023-1,2023,Site-specific,Canada,KGHM Polska Miedź S.A.,McCreedy West,ON-MAIN-7001a391,-,,mining,Underground,"Copper, nickel, platinum group metals, gold, silver, cobalt",Cobalt,2,Ore grade,Technical attribute,%,0.01,,Magna_Mining_MDA_2024
PROD-7001a391-2023-2,2023,Site-specific,Canada,KGHM Polska Miedź S.A.,McCreedy West,ON-MAIN-7001a391,-,,mining,Underground,"Copper, nickel, platinum group metals, gold, silver, cobalt",Copper,2,Ore grade,Technical attribute,%,1.59,,Magna_Mining_MDA_2024
PROD-7001a391-2023-3,2023,Site-specific,Canada,KGHM Polska Miedź S.A.,McCreedy West,ON-MAIN-7001a391,-,,mining,Underground,"Copper, nickel, platinum group metals, gold, silver, cobalt",Gold,2,Ore grade,Technical attribute,g/t,0.41,,Magna_Mining_MDA_2024
PROD-7001a391-2023-4,2023,Site-specific,Canada,KGHM Polska Miedź S.A.,McCreedy West,ON-MAIN-7001a391,-,,mining,Underground,"Copper, nickel, platinum group metals, gold, silver, cobalt",Nickel,2,Ore grade,Technical attribute,%,0.23,,Magna_Mining_MDA_2024
PROD-7001a391-2023-5,2023,Site-specific,Canada,KGHM Polska Miedź S.A.,McCreedy West,ON-MAIN-7001a391,-,,mining,Underground,"Copper, nickel, platinum group metals, gold, silver, cobalt",Ore,1,Ore mined,Production,t,317660.0,,Magna_Mining_MDA_2024
PROD-7001a391-2023-6,2023,Site-specific,Canada,KGHM Polska Miedź S.A.,McCreedy West,ON-MAIN-7001a391,-,,mining,Underground,"Copper, nickel, platinum group metals, gold, silver, cobalt",Palladium,2,Ore grade,Technical attribute,g/t,1.34,,Magna_Mining_MDA_2024
PROD-7001a391-2023-7,2023,Site-specific,Canada,KGHM Polska Miedź S.A.,McCreedy West,ON-MAIN-7001a391,-,,mining,Underground,"Copper, nickel, platinum group metals, gold, silver, cobalt",Platinum,2,Ore grade,Technical attribute,g/t,1.03,,Magna_Mining_MDA_2024
PROD-7001a391-2023-8,2023,Site-specific,Canada,KGHM Polska Miedź S.A.,McCreedy West,ON-MAIN-7001a391,-,,mining,Underground,"Copper, nickel, platinum group metals, gold, silver, cobalt",Silver,2,Ore grade,Technical attribute,g/t,14.05,,Magna_Mining_MDA_2024
PROD-ed23117f-2023-1,2023,Site-specific,Canada,Centerra Gold Inc,Mount Milligan,BC-MAIN-ed23117f,,,mining,"Open-pit, concentrator","Copper, gold, silver",Copper,2,Head grade,Technical attribute,%,0.18,,Data.xlsx
PROD-ed23117f-2023-2,2023,Site-specific,Canada,Centerra Gold Inc,Mount Milligan,BC-MAIN-ed23117f,,,mining,"Open-pit, concentrator","Copper, gold, silver",Copper,2,Recovery rate,Technical attribute,%,77.6,,Data.xlsx
PROD-ed23117f-2023-3,2023,Site-specific,Canada,Centerra Gold Inc,Mount Milligan,BC-MAIN-ed23117f,,,mining,"Open-pit, concentrator","Copper, gold, silver",Gold,2,Head grade,Technical attribute,g/t,0.36,,Data.xlsx
PROD-ed23117f-2023-4,2023,Site-specific,Canada,Centerra Gold Inc,Mount Milligan,BC-MAIN-ed23117f,,,mining,"Open-pit, concentrator","Copper, gold, silver",Gold,2,Recovery rate,Technical attribute,%,64.0,,Data.xlsx
PROD-ed23117f-2023-5,2023,Site-specific,Canada,Centerra Gold Inc,Mount Milligan,BC-MAIN-ed23117f,,,mining,"Open-pit, concentrator","Copper, gold, silver",Concentrate,3,Concentrate produced,Production,dmt,142285.0,"No commodity is given, probably a concentrate mix?",Data.xlsx
PROD-ed23117f-2023-6,2023,Site-specific,Canada,Centerra Gold Inc,Mount Milligan,BC-MAIN-ed23117f,,,mining,"Open-pit, concentrator","Copper, gold, silver",Copper,3,Concentrate,Production,klbs,61862.0,Assumed concentrate as it is not a refinery/smelter,Data.xlsx
PROD-ed23117f-2023-7,2023,Site-specific,Canada,Centerra Gold Inc,Mount Milligan,BC-MAIN-ed23117f,,,mining,"Open-pit, concentrator","Copper, gold, silver",Gold,4,Intermediate metal,Production,oz,154391.0,,Data.xlsx
PROD-ed23117f-2023-8,2023,Site-specific,Canada,Centerra Gold Inc,Mount Milligan,BC-MAIN-ed23117f,,,mining,"Open-pit, concentrator","Copper, gold, silver",Ore,1,Ore mined,Production,kt,21278.0,,Data.xlsx
PROD-ed23117f-2023-9,2023,Site-specific,Canada,Centerra Gold Inc,Mount Milligan,BC-MAIN-ed23117f,,,mining,"Open-pit, concentrator","Copper, gold, silver",Ore,2,Ore processed,Production,kt,21680.0,,Data.xlsx
PROD-ed23117f-2023-10,2023,Site-specific,Canada,Centerra Gold Inc,Mount Milligan,BC-MAIN-ed23117f,,,mining,"Open-pit, concentrator","Copper, gold, silver",Ore,1,Tonnes mined,Production,kt,50015.0,,Data.xlsx
PROD-3f490561-2023-1,2023,Site-specific,Canada,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Copper,2,Ore grade,Technical attribute,%,0.287,,2024-Q4-MDA
PROD-da0b5c3d-2023-1,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-da0b5c3d,-,,mining,Underground,"Gold, zinc",Copper,3,Concentrate grade,Technical attribute,% Cu,20.11,,MDA25
PROD-da0b5c3d-2023-2,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-da0b5c3d,-,,mining,Underground,"Gold, zinc",Copper,2,Head grade,Technical attribute,%,0.74,,MDA25
PROD-da0b5c3d-2023-3,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-da0b5c3d,-,,mining,Underground,"Gold, zinc",Copper,2,Recovery rate,Technical attribute,%,90.4,,MDA25
PROD-da0b5c3d-2023-4,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-da0b5c3d,-,,mining,Underground,"Gold, zinc",Gold,2,Head grade,Technical attribute,g/t,3.45,,MDA25
PROD-da0b5c3d-2023-5,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-da0b5c3d,-,,mining,Underground,"Gold, zinc",Gold,2,Recovery rate,Technical attribute,%,64.8,,MDA25
PROD-da0b5c3d-2023-6,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-da0b5c3d,-,,mining,Underground,"Gold, zinc",Silver,2,Head grade,Technical attribute,g/t,24.19,,MDA25
PROD-da0b5c3d-2023-7,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-da0b5c3d,-,,mining,Underground,"Gold, zinc",Silver,2,Recovery rate,Technical attribute,%,61.4,,MDA25
PROD-da0b5c3d-2023-8,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-da0b5c3d,-,,mining,Underground,"Gold, zinc",Zinc,3,Concentrate grade,Technical attribute,% Zn,51.84,,MDA25
PROD-da0b5c3d-2023-9,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-da0b5c3d,-,,mining,Underground,"Gold, zinc",Zinc,2,Head grade,Technical attribute,%,4.36,,MDA25
PROD-da0b5c3d-2023-10,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-da0b5c3d,-,,mining,Underground,"Gold, zinc",Zinc,2,Recovery rate,Technical attribute,%,82.2,,MDA25
PROD-da0b5c3d-2023-11,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-da0b5c3d,-,,mining,Underground,"Gold, zinc",Ore,2,Ore milled,Production,t,965567.0,,MDA25
PROD-da0b5c3d-2023-12,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-da0b5c3d,-,,mining,Underground,"Gold, zinc",Copper,3,Concentrate,Production,t,31900.0,,MDA25
PROD-da0b5c3d-2023-13,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-da0b5c3d,-,,mining,Underground,"Gold, zinc",Copper,3,Contained metal in concentrate,Production,t,6415.0,,MDA25
PROD-da0b5c3d-2023-14,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-da0b5c3d,-,,mining,Underground,"Gold, zinc",Copper,3,Total contained metal in concentrate and doré produced,Production,t,12154.0,,MDA25
PROD-da0b5c3d-2023-15,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-da0b5c3d,-,,mining,Underground,"Gold, zinc",Gold,3,Contained metal in concentrate,Production,oz,69326.0,,MDA25
PROD-da0b5c3d-2023-16,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-da0b5c3d,-,,mining,Underground,"Gold, zinc",Gold,3,Total contained metal in concentrate and doré produced,Production,oz,187363.0,,MDA25
PROD-da0b5c3d-2023-17,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-da0b5c3d,-,,mining,Underground,"Gold, zinc",Silver,3,Contained metal in concentrate,Production,oz,461399.0,,MDA25
PROD-da0b5c3d-2023-18,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-da0b5c3d,-,,mining,Underground,"Gold, zinc",Silver,3,Total contained metal in concentrate and doré produced,Production,oz,851723.0,,MDA25
PROD-da0b5c3d-2023-19,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-da0b5c3d,-,,mining,Underground,"Gold, zinc",Zinc,3,Concentrate,Production,t,66824.0,,MDA25
PROD-da0b5c3d-2023-20,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-da0b5c3d,-,,mining,Underground,"Gold, zinc",Zinc,3,Contained metal in concentrate,Production,t,34642.0,,MDA25
PROD-da0b5c3d-2023-21,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-da0b5c3d,-,,mining,Underground,"Gold, zinc",Zinc,3,Total contained metal in concentrate and doré produced,Production,t,34642.0,,MDA25
